890920288	20091207	200912	2009	2009.9233											CAN	CANADA	CAN								1	190	190	19	4	-10.0	6	1	6	4.74074074074074	0								4	Chatham, New Brunswick, Canada	CA	CA04	12600	47.0333	-65.4333	-562474	4	Chatham, New Brunswick, Canada	CA	CA04	12600	47.0333	-65.4333	-562474	20191205023000	https://windsorstar.com/news/local-news/crash-victim-doto-touched-many-lives-with-her-vibrant-energy-family-friends-remember
890920289	20181205	201812	2018	2018.9178											AUS	AUSTRALIA	AUS								1	173	173	17	4	-5.0	1	1	1	-5.90631364562118	0								1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	20191205023000	https://www.abc.net.au/news/2019-12-05/onefour-rapper-jailed-over-violent-brawl-in-rooty-hill/11768448
890920290	20181205	201812	2018	2018.9178											CAN	CALGARY	CAN								1	043	043	04	1	2.8	4	1	4	1.22448979591837	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20191205023000	https://www.mylloydminsternow.com/36283/lloydminster-couple-inspect-and-send-out-operation-christmas-child-boxes/
890920291	20181205	201812	2018	2018.9178											REF	REFUGEE						REF			1	051	051	05	1	3.4	10	1	10	3.22997416020672	0								1	Zambia	ZA	ZA		-15	30	ZA	1	Zambia	ZA	ZA		-15	30	ZA	20191205023000	http://www.ncregister.com/blog/armstrong/21-holy-hacks-for-advent
890920292	20181205	201812	2018	2018.9178											REF	REFUGEE						REF			1	075	075	07	2	7.0	10	1	10	3.22997416020672	0								1	Zambia	ZA	ZA		-15	30	ZA	1	Zambia	ZA	ZA		-15	30	ZA	20191205023000	http://www.ncregister.com/blog/armstrong/21-holy-hacks-for-advent
890920293	20181205	201812	2018	2018.9178	BUS	AUTOMAKER						BUS			USA	DETROIT	USA								1	050	050	05	1	3.5	10	1	10	0.50167224080267	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20191205023000	https://windsorstar.com/news/local-news/unifor-launches-challenge-of-arbitrators-nemak-ruling
890920294	20181205	201812	2018	2018.9178	LEG	LEGISLATOR						LEG													1	013	013	01	1	0.4	10	1	10	-5.52486187845304	3	Los Angeles, California, United States	US	USCA	CA037	34.0522	-118.244	1662328	0								3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20191205023000	https://www.theepochtimes.com/car-burglary-epidemic-in-some-cities-prompts-renewed-calls-for-legislative-fix_3164860.html
890920295	20181205	201812	2018	2018.9178	MNCJPN	SONY	JPN					MNC													1	0842	084	08	2	7.0	10	1	10	-4	4	Bandra, Maharashtra, India	IN	IN16	70184	19.0667	72.8333	82619	0								4	Bandra, Maharashtra, India	IN	IN16	70184	19.0667	72.8333	82619	20191205023000	https://mumbaimirror.indiatimes.com/mumbai/other/bailable-warrant-against-sony-india-md-over-damaged-phone/articleshow/72376148.cms
890920296	20181205	201812	2018	2018.9178	MNCJPN	SONY	JPN					MNC													1	114	114	11	3	-2.0	10	1	10	-4	4	Bandra, Maharashtra, India	IN	IN16	70184	19.0667	72.8333	82619	0								4	Bandra, Maharashtra, India	IN	IN16	70184	19.0667	72.8333	82619	20191205023000	https://mumbaimirror.indiatimes.com/mumbai/other/bailable-warrant-against-sony-india-md-over-damaged-phone/articleshow/72376148.cms
890920297	20181205	201812	2018	2018.9178	MNCJPN	SONY	JPN					MNC			BUS	COMPANY						BUS			1	030	030	03	1	4.0	10	1	10	-4	4	Bandra, Maharashtra, India	IN	IN16	70184	19.0667	72.8333	82619	4	Bandra, Maharashtra, India	IN	IN16	70184	19.0667	72.8333	82619	4	Bandra, Maharashtra, India	IN	IN16	70184	19.0667	72.8333	82619	20191205023000	https://mumbaimirror.indiatimes.com/mumbai/other/bailable-warrant-against-sony-india-md-over-damaged-phone/articleshow/72376148.cms
