890959574	20181205	201812	2018	2018.9178											CAN	CANADA	CAN								0	190	190	19	4	-10.0	1	1	1	-5.92034445640473	0								4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20191205071500	https://www.albanyherald.com/news/world_nation/does-the-constitution-justify-impeaching-trump/article_67d3464c-2b60-5099-99b6-e3f0efa50f34.html
890959575	20181205	201812	2018	2018.9178											CAN	CANADA	CAN								0	190	190	19	4	-10.0	1	1	1	-6.08875128998968	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20191205071500	https://www.wral.com/does-the-constitution-justify-impeaching-trump/18812785/
890959576	20181205	201812	2018	2018.9178											CRM	GANGSTER						CRM			1	173	173	17	4	-5.0	6	1	6	-5.37549407114625	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20191205071500	https://www.dailymail.co.uk/news/article-7757787/Inside-Australian-rap-group-OneFour-blast-feds-locking-two-members.html
890959577	20181205	201812	2018	2018.9178											KAZ	KAZAKHSTAN	KAZ								1	042	042	04	1	1.9	5	1	5	-2.88624787775891	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20191205071500	https://www.dailymail.co.uk/news/article-7758619/Moon-dust-collected-Soviet-space-probe-Luna-16-1970-goes-auction-Mellbourne.html
890959578	20181205	201812	2018	2018.9178	CAN	CANADA	CAN																		0	190	190	19	4	-10.0	1	1	1	-5.92034445640473	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20191205071500	https://www.albanyherald.com/news/world_nation/does-the-constitution-justify-impeaching-trump/article_67d3464c-2b60-5099-99b6-e3f0efa50f34.html
890959579	20181205	201812	2018	2018.9178	CAN	CANADA	CAN																		0	190	190	19	4	-10.0	1	1	1	-6.08875128998968	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20191205071500	https://www.wral.com/does-the-constitution-justify-impeaching-trump/18812785/
890959580	20181205	201812	2018	2018.9178	ISR	ISRAEL	ISR								IRN	IRAN	IRN								0	051	051	05	1	3.4	4	1	4	-3.99137001078749	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20191205071500	https://vosizneias.com/2019/12/04/israeli-pm-meeting-pompeo-calls-for-more-pressure-on-iran/
890959581	20181205	201812	2018	2018.9178	ISR	ISRAEL	ISR								IRN	IRAN	IRN								0	0874	087	08	2	10.0	2	1	2	-3.99137001078749	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20191205071500	https://vosizneias.com/2019/12/04/israeli-pm-meeting-pompeo-calls-for-more-pressure-on-iran/
890959582	20181205	201812	2018	2018.9178	KAZ	KAZAKHSTAN	KAZ																		1	043	043	04	1	2.8	5	1	5	-2.88624787775891	1	Kazakhstan	KZ	KZ		48	68	KZ	0								1	Kazakhstan	KZ	KZ		48	68	KZ	20191205071500	https://www.dailymail.co.uk/news/article-7758619/Moon-dust-collected-Soviet-space-probe-Luna-16-1970-goes-auction-Mellbourne.html
890959583	20181205	201812	2018	2018.9178	LEG	HOUSE OF REPRESENTATIVE						LEG			JOR	JORDAN	JOR								1	020	020	02	1	3.0	10	1	10	0	1	Jordan	JO	JO		31	36	JO	1	Jordan	JO	JO		31	36	JO	1	Jordan	JO	JO		31	36	JO	20191205071500	https://www.afr.com/wealth/superannuation/miffed-lib-mp-tim-wilson-to-force-tax-commissioner-to-answer-questions-20191204-p53gvr
890959584	20181205	201812	2018	2018.9178	REL	RELIGION																			0	010	010	01	1	0.0	40	5	40	1.88556113708502	4	Chichibu, Saitama, Japan	JA	JA34	35983	35.9903	139.076	-226449	0								4	Chichibu, Saitama, Japan	JA	JA34	35983	35.9903	139.076	-226449	20191205071500	https://www.sandiegouniontribune.com/news/nation-world/story/2019-12-04/shinto-festival-carries-on-centuries-old-tradition-in-japan
890959585	20181205	201812	2018	2018.9178	REL	RELIGION																			0	010	010	01	1	0.0	10	5	10	1.88556113708502	4	Chichibu, Saitama, Japan	JA	JA34	35983	35.9903	139.076	-226449	0								4	Shinto, Okinawa, Japan	JA	JA47	35764	25.852	131.259	-243648	20191205071500	https://www.sandiegouniontribune.com/news/nation-world/story/2019-12-04/shinto-festival-carries-on-centuries-old-tradition-in-japan
890959586	20181205	201812	2018	2018.9178	USA	UNITED STATES	USA								EDU	SCHOOL						EDU			1	100	100	10	3	-5.0	22	11	22	-3.27014349352502	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20191205071500	https://www.sandiegouniontribune.com/news/nation-world/story/2019-12-04/court-to-consider-bathroom-use-by-transgender-student
890959587	20191105	201911	2019	2019.8356											GHA	VOLTA	GHA								1	046	046	04	1	7.0	20	1	20	-6.98324022346369	0								5	Volta Region, Volta, Ghana	GH	GH08	190727	7	0.5	-2079841	5	Volta Region, Volta, Ghana	GH	GH08	190727	7	0.5	-2079841	20191205071500	https://www.ghanaweb.com/GhanaHomePage/NewsArchive/21-Western-Togolanders-arrested-at-FM-station-over-planned-demonstration-in-Ho-806497
890959588	20191105	201911	2019	2019.8356	BRB	BARBADOS	BRB								BRBEDU	BARBADOS	BRB					EDU			1	190	190	19	4	-10.0	2	1	2	-2.99727520435967	1	Barbados	BB	BB		13.166667	-59.533333	BB	1	Barbados	BB	BB		13.166667	-59.533333	BB	1	Barbados	BB	BB		13.166667	-59.533333	BB	20191205071500	https://barbadostoday.bb/2019/12/05/no-long-talk-temario-holders-funeral-cleric-urges-action/
890959589	20191105	201911	2019	2019.8356	BRBEDU	BARBADOS	BRB					EDU			BRB	BARBADOS	BRB								1	120	120	12	3	-4.0	2	1	2	-2.99727520435967	1	Barbados	BB	BB		13.166667	-59.533333	BB	1	Barbados	BB	BB		13.166667	-59.533333	BB	1	Barbados	BB	BB		13.166667	-59.533333	BB	20191205071500	https://barbadostoday.bb/2019/12/05/no-long-talk-temario-holders-funeral-cleric-urges-action/
890959590	20191105	201911	2019	2019.8356	GHA	VOLTA	GHA																		1	046	046	04	1	7.0	20	1	20	-6.98324022346369	5	Volta Region, Volta, Ghana	GH	GH08	190727	7	0.5	-2079841	0								5	Volta Region, Volta, Ghana	GH	GH08	190727	7	0.5	-2079841	20191205071500	https://www.ghanaweb.com/GhanaHomePage/NewsArchive/21-Western-Togolanders-arrested-at-FM-station-over-planned-demonstration-in-Ho-806497
890959591	20191105	201911	2019	2019.8356	GHA	VOLTA	GHA																		1	1044	104	10	3	-5.0	10	1	10	-6.98324022346369	5	Upper West Region, Upper West, Ghana	GH	GH11	190686	10.3333	-2.25	-2079789	0								5	Upper West Region, Upper West, Ghana	GH	GH11	190686	10.3333	-2.25	-2079789	20191205071500	https://www.ghanaweb.com/GhanaHomePage/NewsArchive/21-Western-Togolanders-arrested-at-FM-station-over-planned-demonstration-in-Ho-806497
890959592	20191105	201911	2019	2019.8356	GHA	VOLTA	GHA																		1	1044	104	10	3	-5.0	10	1	10	-6.98324022346369	5	Volta Region, Volta, Ghana	GH	GH08	190727	7	0.5	-2079841	0								5	Volta Region, Volta, Ghana	GH	GH08	190727	7	0.5	-2079841	20191205071500	https://www.ghanaweb.com/GhanaHomePage/NewsArchive/21-Western-Togolanders-arrested-at-FM-station-over-planned-demonstration-in-Ho-806497
890959593	20191105	201911	2019	2019.8356	GOV	INTERIOR MINIST						GOV			LEG	PARLIAMENT						LEG			1	010	010	01	1	0.0	1	1	1	-2.31884057971014	1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	20191205071500	https://tolonews.com/world/religion-based-citizenship-law-proposed-india
890959594	20191105	201911	2019	2019.8356	GOV	INTERIOR MINIST						GOV			LEG	PARLIAMENT						LEG			1	013	013	01	1	0.4	4	1	4	-2.31884057971014	1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	20191205071500	https://tolonews.com/world/religion-based-citizenship-law-proposed-india
890959595	20191128	201911	2019	2019.8986											BUS	CHAMBER OF COMMERCE						BUS			1	036	036	03	1	4.0	10	1	10	4.41696113074205	0								3	Standard Wash, Arizona, United States	US	USAZ		34.3736	-114.224	11770	3	Standard Wash, Arizona, United States	US	USAZ		34.3736	-114.224	11770	20191205071500	https://www.havasunews.com/news/desert-bash-set-to-begin-next-week/article_0e12e5be-1729-11ea-b529-1357a8e18ff7.html
890959596	20191128	201911	2019	2019.8986											USA	UNITED STATES	USA								1	042	042	04	1	1.9	1	1	1	-1.32743362831859	0								3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20191205071500	https://www.foxla.com/news/popular-tejano-star-convicted-of-raping-his-niece-set-to-perform-in-houston
890959597	20191128	201911	2019	2019.8986	BUS	CHAMBER OF COMMERCE						BUS													1	036	036	03	1	4.0	4	1	4	4.41696113074205	3	Standard Wash, Arizona, United States	US	USAZ	AZ015	34.3736	-114.224	11770	0								3	Standard Wash, Arizona, United States	US	USAZ		34.3736	-114.224	11770	20191205071500	https://www.havasunews.com/news/desert-bash-set-to-begin-next-week/article_0e12e5be-1729-11ea-b529-1357a8e18ff7.html
890959598	20191128	201911	2019	2019.8986	BUS	CHAMBER OF COMMERCE						BUS													1	036	036	03	1	4.0	6	1	6	4.41696113074205	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	0								2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20191205071500	https://www.havasunews.com/news/desert-bash-set-to-begin-next-week/article_0e12e5be-1729-11ea-b529-1357a8e18ff7.html
890959599	20191128	201911	2019	2019.8986	POL	WARSAW	POL																		0	071	071	07	2	7.4	10	1	10	-1.74825174825175	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	0								4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	20191205071500	https://www.forbes.com/sites/davekeating/2019/12/05/eu-ready-to-commit-to-zero-emissions-by-2050-next-week/
890959600	20191128	201911	2019	2019.8986	USA	UNITED STATES	USA																		1	043	043	04	1	2.8	1	1	1	-1.32743362831859	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	20191205071500	https://www.foxla.com/news/popular-tejano-star-convicted-of-raping-his-niece-set-to-perform-in-houston
890959601	20191128	201911	2019	2019.8986	USA	UNITED STATES	USA																		1	043	043	04	1	2.8	5	1	5	-1.32743362831859	3	Harris County, Texas, United States	US	USTX	TX201	29.8336	-95.4002	1383886	0								3	Harris County, Texas, United States	US	USTX		29.8336	-95.4002	1383886	20191205071500	https://www.foxla.com/news/popular-tejano-star-convicted-of-raping-his-niece-set-to-perform-in-houston
890959602	20191204	201912	2019	2019.9151											MYS	MALAYSIA	MYS								1	180	180	18	4	-9.0	2	1	2	-6.92041522491349	0								4	Melaka, Melaka, Malaysia	MY	MY04	18585	2.196	102.241	-2403412	4	Melaka, Melaka, Malaysia	MY	MY04	18585	2.196	102.241	-2403412	20191205071500	https://www.nst.com.my/news/politics/2019/12/545051/timing-alleged-sexual-assault-against-anwar-peculiar-says-fahmi
890959603	20191204	201912	2019	2019.9151	BUS	INVESTOR						BUS													1	010	010	01	1	0.0	5	1	5	-1.61290322580645	4	Guangdong, Jilin, China	CH	CH05	13176	42.7683	129.336	10884162	0								4	Guangdong, Jilin, China	CH	CH05	13176	42.7683	129.336	10884162	20191205071500	https://yicaiglobal.com/news/wencan-die-casting-to-buy-european-car-parts-supplier-its-share-price-has-risen-for-several-days
890959604	20191204	201912	2019	2019.9151	GOV	DIPLOMAT						GOV			ZWEGOV	TENDAI BITI	ZWE					GOV			0	040	040	04	1	1.0	10	1	10	-7.19101123595505	4	Marondera, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-18.1853	31.5519	-2315627	4	Marondera, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-18.1853	31.5519	-2315627	4	Marondera, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-18.1853	31.5519	-2315627	20191205071500	https://bulawayo24.com/index-id-news-sc-national-byo-175847.html
890959605	20191204	201912	2019	2019.9151	SPY	OPERATIVE						SPY			GOV	GOVERNOR						GOV			1	193	193	19	4	-10.0	10	1	10	-7.380073800738	0								0								0								20191205071500	https://www.dailytrust.com.ng/suspected-killer-of-okowas-aide-killed-in-gun-duel-with-police.html
890959606	20191204	201912	2019	2019.9151	ZWEGOV	TENDAI BITI	ZWE					GOV			GOV	DIPLOMAT						GOV			0	040	040	04	1	1.0	10	1	10	-7.19101123595505	4	Marondera, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-18.1853	31.5519	-2315627	4	Marondera, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-18.1853	31.5519	-2315627	4	Marondera, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-18.1853	31.5519	-2315627	20191205071500	https://bulawayo24.com/index-id-news-sc-national-byo-175847.html
890959607	20191205	201912	2019	2019.9178											AFG	AFGHANISTAN	AFG								1	112	112	11	3	-2.0	3	1	3	-4.11522633744856	0								4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20191205071500	https://tolonews.com/index.php/afghanistan/court-reverses-20-year-sentence-process-not-over
890959608	20191205	201912	2019	2019.9178											AFGINSTAL	TALIBAN	AFG	TAL				INS			0	010	010	01	1	0.0	5	1	5	-3.11526479750779	0								4	Ghazni, Ghazni, Afghanistan	AF	AF08	3525	33.5508	68.4225	-3376099	4	Ghazni, Ghazni, Afghanistan	AF	AF08	3525	33.5508	68.4225	-3376099	20191205071500	https://tolonews.com/afghanistan/stoltenberg-says-nato-has-increased%C2%A0support-andsf
890959609	20191205	201912	2019	2019.9178											AFGINSTAL	TALIBAN	AFG	TAL				INS			0	190	190	19	4	-10.0	5	1	5	-3.11526479750779	0								4	Ghazni, Ghazni, Afghanistan	AF	AF08	3525	33.5508	68.4225	-3376099	4	Ghazni, Ghazni, Afghanistan	AF	AF08	3525	33.5508	68.4225	-3376099	20191205071500	https://tolonews.com/afghanistan/stoltenberg-says-nato-has-increased%C2%A0support-andsf
890959610	20191205	201912	2019	2019.9178											AFR	AFRICA	AFR								1	036	036	03	1	4.0	10	1	10	-2.26700251889169	0								4	Robben Island, Western Cape, South Africa	SF	SF11	77317	-33.8064	18.3688	-1277178	4	Robben Island, Western Cape, South Africa	SF	SF11	77317	-33.8064	18.3688	-1277178	20191205071500	https://www.thestar.com.my/opinion/columnists/making-progress/2019/12/05/why-do-we-find-forgiveness-so-difficult
890959611	20191205	201912	2019	2019.9178											ARM	ARMENIAN	ARM								1	010	010	01	1	0.0	9	1	9	-0.41152263374486	0								4	Yerevan, Yerevan*, Armenia	AM	AM11	4936	40.1811	44.5136	-2325645	4	Yerevan, Yerevan*, Armenia	AM	AM11	4936	40.1811	44.5136	-2325645	20191205071500	https://armenpress.am/eng/news/997736.html
890959612	20191205	201912	2019	2019.9178											AUS	AUSTRALIA	AUS								0	043	043	04	1	2.8	4	1	4	-9.53150242326333	0								4	Byron Shire, New South Wales, Australia	AS	AS02	4968	-28.6167	153.517	-1563416	4	Byron Shire, New South Wales, Australia	AS	AS02	4968	-28.6167	153.517	-1563416	20191205071500	https://www.byronnews.com.au/news/womans-stupid-diy-hair-mistake/3895452/
890959613	20191205	201912	2019	2019.9178											AUS	AUSTRALIA	AUS								1	138	138	13	3	-7.0	8	2	8	-5.89598997493735	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20191205071500	https://www.news.com.au/national/breaking-news/sydney-set-for-more-bushfire-air-pollution/news-story/1bcf1eefdcefa247988916222e5298fd
890959614	20191205	201912	2019	2019.9178											AUS	AUSTRALIA	AUS								0	1712	171	17	4	-9.2	2	1	2	-5.96491228070176	0								4	Currowan, New South Wales, Australia	AS	AS02	5081	-35.5833	150.167	-1568602	4	Port Macquarie, New South Wales, Australia	AS	AS02	5096	-31.4308	152.909	-1595897	20191205071500	https://www.theaustralian.com.au/news/latest-news/sydney-set-for-more-bushfire-air-pollution/news-story/1bcf1eefdcefa247988916222e5298fd?nk=d5228ea4ac134a53a45ca0191a4ef957-1575529430
890959615	20191205	201912	2019	2019.9178											AUS	AUSTRALIAN	AUS								1	173	173	17	4	-5.0	8	1	8	-5.37549407114625	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20191205071500	https://www.dailymail.co.uk/news/article-7757787/Inside-Australian-rap-group-OneFour-blast-feds-locking-two-members.html
