891008981	20181205	201812	2018	2018.9178	AUS	AUSTRALIAN	AUS								GBR	BRITISH	GBR								0	042	042	04	1	1.9	1	1	1	-1.86915887850467	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20191205121500	https://www.kxly.com/news/world-news/canadian-firefighters-head-to-australia-to-battle-wildfires/1148263640
891008982	20181205	201812	2018	2018.9178	CAN	CANADA	CAN																		0	164	164	16	4	-7.0	8	1	8	-0.48076923076923	1	Canada	CA	CA		60	-96	CA	0								1	Canada	CA	CA		60	-96	CA	20191205121500	https://www.kvpr.org/post/after-nato-hot-mic-trump-and-trudeau-trade-barbs
891008983	20181205	201812	2018	2018.9178	CAN	CANADA	CAN																		0	164	164	16	4	-7.0	2	1	2	-0.48076923076923	1	Germany	GM	GM		51.5	10.5	GM	0								1	Germany	GM	GM		51.5	10.5	GM	20191205121500	https://www.kvpr.org/post/after-nato-hot-mic-trump-and-trudeau-trade-barbs
891008984	20181205	201812	2018	2018.9178	GBR	UNITED KINGDOM	GBR																		1	020	020	02	1	3.0	4	1	4	5.17241379310345	4	Guildford, Surrey, United Kingdom	UK	UKN7	40133	51.2167	-0.566667	-2597829	0								4	Guildford, Surrey, United Kingdom	UK	UKN7	40133	51.2167	-0.566667	-2597829	20191205121500	https://twinfinite.net/2019/12/wargaming-launches-new-uk-studio-veteran-team-to-work-on-a-big-new-ip/
891008985	20181205	201812	2018	2018.9178	GBR	BRITISH	GBR								AUS	AUSTRALIAN	AUS								0	043	043	04	1	2.8	1	1	1	-1.86915887850467	1	Australia	AS	AS		-25	135	AS	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	1	Australia	AS	AS		-25	135	AS	20191205121500	https://www.kxly.com/news/world-news/canadian-firefighters-head-to-australia-to-battle-wildfires/1148263640
891008986	20181205	201812	2018	2018.9178	GOVHLH	HEALTH OFFICIAL						GOV	HLH		HLH	HOSPITAL						HLH			1	130	130	13	3	-4.4	10	1	10	-3.34128878281623	0								0								0								20191205121500	https://www.telegraph.co.uk/news/2019/12/05/winter-vomiting-bug-sees-twice-many-hospital-beds-closed-last/
891008987	20181205	201812	2018	2018.9178	USA	AMERICAN	USA																		1	050	050	05	1	3.5	10	1	10	-1.01663585951941	1	Zambia	ZA	ZA		-15	30	ZA	0								1	Zambia	ZA	ZA		-15	30	ZA	20191205121500	https://zambiareports.com/2019/12/05/opinion-zambia-us-relations/
891008988	20181205	201812	2018	2018.9178	USA	UNITED STATES	USA								USALEG	THE US	USA					LEG			1	0241	024	02	1	-0.3	1	1	1	-4.96031746031746	3	Stanford, Mississippi, United States	US	USMS	MS095	33.8279	-88.5792	687469	3	Stanford, Mississippi, United States	US	USMS	MS095	33.8279	-88.5792	687469	3	Stanford, Mississippi, United States	US	USMS	MS095	33.8279	-88.5792	687469	20191205121500	https://sputniknews.com/radio_the_critical_hour/201912051077486875-constitutional-scholars-present-impeachment-case-will-it-matter-to-americans/
891008989	20181205	201812	2018	2018.9178	USA	UNITED STATES	USA								USALEG	THE US	USA					LEG			1	0241	024	02	1	-0.3	1	1	1	-4.96031746031746	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	20191205121500	https://sputniknews.com/radio_the_critical_hour/201912051077486875-constitutional-scholars-present-impeachment-case-will-it-matter-to-americans/
891008990	20181205	201812	2018	2018.9178	USALEG	THE US	USA					LEG			SPYLEG	INTELLIGENCE						SPY	LEG		1	0241	024	02	1	-0.3	3	1	3	-4.96031746031746	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	20191205121500	https://sputniknews.com/radio_the_critical_hour/201912051077486875-constitutional-scholars-present-impeachment-case-will-it-matter-to-americans/
