890997751	20181205	201812	2018	2018.9178											AUS	NEW SOUTH WALES	AUS								1	057	057	05	1	8.0	10	1	10	2.42914979757085	0								4	Buronga, New South Wales, Australia	AS	AS02	5398	-34.1703	142.182	11430463	4	Buronga, New South Wales, Australia	AS	AS02	5398	-34.1703	142.182	11430463	20191205111500	https://www.pv-magazine-australia.com/2019/12/05/pernod-ricard-becomes-first-australian-winemaker-to-switch-to-100-renewables/
890997752	20181205	201812	2018	2018.9178	AUS	NEW SOUTH WALES	AUS																		1	057	057	05	1	8.0	10	1	10	2.42914979757085	4	Buronga, New South Wales, Australia	AS	AS02	5398	-34.1703	142.182	11430463	0								4	Buronga, New South Wales, Australia	AS	AS02	5398	-34.1703	142.182	11430463	20191205111500	https://www.pv-magazine-australia.com/2019/12/05/pernod-ricard-becomes-first-australian-winemaker-to-switch-to-100-renewables/
890997753	20181205	201812	2018	2018.9178	ISL	ICELAND	ISL																		1	036	036	03	1	4.0	2	1	2	1.51133501259445	1	United Kingdom	UK	UK		54	-4	UK	0								1	Iceland	IC	IC		65	-18	IC	20191205111500	https://icelandmonitor.mbl.is/news/nature_and_travel/2019/12/05/bright_idea_to_visit_iceland_in_darkness_of_winter/
890997754	20181205	201812	2018	2018.9178	ISL	ICELAND	ISL																		1	036	036	03	1	4.0	3	1	3	1.51133501259445	1	United Kingdom	UK	UK		54	-4	UK	0								1	United Kingdom	UK	UK		54	-4	UK	20191205111500	https://icelandmonitor.mbl.is/news/nature_and_travel/2019/12/05/bright_idea_to_visit_iceland_in_darkness_of_winter/
890997755	20181205	201812	2018	2018.9178	LEG	CONGRESS						LEG			MIL	MILITARY						MIL			1	036	036	03	1	4.0	3	1	3	-2.02702702702703	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20191205111500	https://www.journalgazette.net/news/local/indiana/20191205/banks-urges-phone-records-subpoena
890997756	20181205	201812	2018	2018.9178	LEG	CONGRESS						LEG			MIL	MILITARY						MIL			1	036	036	03	1	4.0	2	1	2	-2.02702702702703	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	20191205111500	https://www.journalgazette.net/news/local/indiana/20191205/banks-urges-phone-records-subpoena
890997757	20181205	201812	2018	2018.9178	MIL	MILITARY						MIL			LEG	CONGRESS						LEG			1	036	036	03	1	4.0	3	1	3	-2.02702702702703	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20191205111500	https://www.journalgazette.net/news/local/indiana/20191205/banks-urges-phone-records-subpoena
890997758	20181205	201812	2018	2018.9178	MIL	MILITARY						MIL			LEG	CONGRESS						LEG			1	036	036	03	1	4.0	2	1	2	-2.02702702702703	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	20191205111500	https://www.journalgazette.net/news/local/indiana/20191205/banks-urges-phone-records-subpoena
890997759	20181205	201812	2018	2018.9178	MIL	MILITARY						MIL			LEG	CONGRESS						LEG			1	071	071	07	2	7.4	3	1	3	-2.02702702702703	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20191205111500	https://www.journalgazette.net/news/local/indiana/20191205/banks-urges-phone-records-subpoena
890997760	20181205	201812	2018	2018.9178	MIL	MILITARY						MIL			LEG	CONGRESS						LEG			1	071	071	07	2	7.4	2	1	2	-2.02702702702703	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	20191205111500	https://www.journalgazette.net/news/local/indiana/20191205/banks-urges-phone-records-subpoena
890997761	20181205	201812	2018	2018.9178	MWI	MALAWI	MWI								MED	MEDIA						MED			1	010	010	01	1	0.0	4	1	4	0	1	Malawi	MI	MI		-13.5	34	MI	1	Malawi	MI	MI		-13.5	34	MI	1	Malawi	MI	MI		-13.5	34	MI	20191205111500	http://www.faceofmalawi.com/2019/12/k38-billion-for-maize-purchase-govt/
