891074165	20181205	201812	2018	2018.9178											JAM	JAMAICA	JAM								0	080	080	08	2	5.0	2	1	2	-7.29813664596273	0								4	Milk River, Alberta, Canada	CA	CA01	12521	49.1333	-112.083	-569285	4	Milk River, Alberta, Canada	CA	CA01	12521	49.1333	-112.083	-569285	20191205174500	https://thestarphoenix.com/news/local-news/april-irving-alberta-woman-with-saskatchewan-ties-banned-for-life-from-owning-dogs
891074166	20181205	201812	2018	2018.9178	AUT	VIENNA	AUT								UKRJUD	UKRAINE	UKR					JUD			1	040	040	04	1	1.0	2	1	2	-6.66666666666667	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20191205174500	https://www.democracynow.org/2019/12/5/headlines/gop_rep_devin_nunes_sues_cnn_over_story_about_nunes_ukraine_meeting
891074167	20181205	201812	2018	2018.9178	AUT	VIENNA	AUT								UKRJUD	UKRAINE	UKR					JUD			1	043	043	04	1	2.8	2	1	2	-6.66666666666667	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	1	Ukraine	UP	UP		49	32	UP	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	20191205174500	https://www.democracynow.org/2019/12/5/headlines/gop_rep_devin_nunes_sues_cnn_over_story_about_nunes_ukraine_meeting
891074168	20181205	201812	2018	2018.9178	CAN	CANADA	CAN								CANGOV	CANADA	CAN					GOV			1	051	051	05	1	3.4	2	1	2	3.15789473684211	4	Yorkton, Saskatchewan, Canada	CA	CA11	154724	51.2167	-102.467	-576314	4	Yorkton, Saskatchewan, Canada	CA	CA11	154724	51.2167	-102.467	-576314	4	Yorkton, Saskatchewan, Canada	CA	CA11	154724	51.2167	-102.467	-576314	20191205174500	https://www.gx94radio.com/2019/12/05/yorkton-kinsmen-make-two-major-donations/
891074169	20181205	201812	2018	2018.9178	CAN	CANADA	CAN								GOV	PRESIDENT						GOV			1	051	051	05	1	3.4	6	1	6	3.15789473684211	4	Yorkton, Saskatchewan, Canada	CA	CA11	154724	51.2167	-102.467	-576314	4	Yorkton, Saskatchewan, Canada	CA	CA11	154724	51.2167	-102.467	-576314	4	Yorkton, Saskatchewan, Canada	CA	CA11	154724	51.2167	-102.467	-576314	20191205174500	https://www.gx94radio.com/2019/12/05/yorkton-kinsmen-make-two-major-donations/
891074170	20181205	201812	2018	2018.9178	CAN	MANITOBA	CAN								JAM	JAMAICA	JAM								0	173	173	17	4	-5.0	2	1	2	-7.29813664596273	1	Jamaica	JM	JM		18.25	-77.5	JM	4	Milk River, Alberta, Canada	CA	CA01	12521	49.1333	-112.083	-569285	4	Milk River, Alberta, Canada	CA	CA01	12521	49.1333	-112.083	-569285	20191205174500	https://thestarphoenix.com/news/local-news/april-irving-alberta-woman-with-saskatchewan-ties-banned-for-life-from-owning-dogs
891074171	20181205	201812	2018	2018.9178	COP	POLICE						COP													0	1821	182	18	4	-9.0	10	1	10	-11.4989733059549	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20191205174500	https://www.washingtonpost.com/world/2019/12/05/rape-victim-was-set-ablaze-while-traveling-court-india-five-men-were-arrested-are-her-alleged-rapists/
891074172	20181205	201812	2018	2018.9178	GOV	PRESIDENT						GOV													1	051	051	05	1	3.4	2	1	2	3.15789473684211	4	Yorkton, Saskatchewan, Canada	CA	CA11	154724	51.2167	-102.467	-576314	0								4	Yorkton, Saskatchewan, Canada	CA	CA11	154724	51.2167	-102.467	-576314	20191205174500	https://www.gx94radio.com/2019/12/05/yorkton-kinsmen-make-two-major-donations/
891074173	20181205	201812	2018	2018.9178	MIL	ARMY						MIL			AFG	AFGHANISTAN	AFG								1	090	090	09	2	-2.0	2	1	2	-1.54738878143134	4	Khorasan, Helmand, Afghanistan	AF	AF10	3500	32.2193	63.808	-3380846	4	Khorasan, Helmand, Afghanistan	AF	AF10	3500	32.2193	63.808	-3380846	4	Khorasan, Helmand, Afghanistan	AF	AF10	3500	32.2193	63.808	-3380846	20191205174500	https://www.aerotechnews.com/blog/2018/10/08/centcom-commander-discusses-regional-hotspots/
891074174	20181205	201812	2018	2018.9178	UKRJUD	UKRAINE	UKR					JUD			AUT	VIENNA	AUT								1	040	040	04	1	1.0	2	1	2	-6.66666666666667	1	Ukraine	UP	UP		49	32	UP	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	1	Ukraine	UP	UP		49	32	UP	20191205174500	https://www.democracynow.org/2019/12/5/headlines/gop_rep_devin_nunes_sues_cnn_over_story_about_nunes_ukraine_meeting
