890977138	20181205	201812	2018	2018.9178	BUS	COMPANY						BUS													1	070	070	07	2	7.0	10	1	10	7.4585635359116	5	Western Region, Western, Ghana	GH	GH09	190645	5.5	-2.5	-2079999	0								5	Western Region, Western, Ghana	GH	GH09	190645	5.5	-2.5	-2079999	20191205091500	https://www.myjoyonline.com/business/2019/December-5th/karpowership-ghana-wins-excellence-in-power-generation-award.php
890977139	20181205	201812	2018	2018.9178	BUS	COMPANIES						BUS													0	080	080	08	2	5.0	10	1	10	1.04861773117255	4	Kolkata, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	0								4	Kolkata, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	20191205091500	https://www.mangalorean.com/demand-for-data-science-courses-in-india/
890977140	20181205	201812	2018	2018.9178	CHN	CHINA	CHN																		0	010	010	01	1	0.0	2	1	2	-0.47770700636942	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	0								4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	20191205091500	https://www.reuters.com/article/us-taiwan-election-mayor/china-too-distracted-to-worry-about-taiwan-taipei-mayor-says-idUSKBN1Y90RB
890977141	20181205	201812	2018	2018.9178	CHN	CHINA	CHN																		0	010	010	01	1	0.0	2	1	2	-0.56980056980057	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	0								4	Ying Yong, Fujian, China	CH	CH07	13012	24.8217	117.22	9160048	20191205091500	https://www.msn.com/en-us/news/world/china-too-distracted-to-worry-about-taiwan-taipei-mayor-says/ar-BBXMOvB
890977142	20181205	201812	2018	2018.9178	CHN	SHAANXI	CHN								USA	UNITED STATES	USA								1	061	061	06	2	6.4	4	1	4	6.68103448275862	5	Shaanxi, Shaanxi, China	CH	CH26	13220	36	109	-1924159	5	Shaanxi, Shaanxi, China	CH	CH26	13220	36	109	-1924159	5	Shaanxi, Shaanxi, China	CH	CH26	13220	36	109	-1924159	20191205091500	http://www.china.org.cn/world/Off_the_Wire/2019-12/05/content_75482179.htm
890977143	20181205	201812	2018	2018.9178	CHN	SHAANXI	CHN								USA	UNITED STATES	USA								1	061	061	06	2	6.4	6	1	6	6.68103448275862	5	Shaanxi, Shaanxi, China	CH	CH26	13220	36	109	-1924159	2	California, United States	US	USCA		36.17	-119.746	CA	5	Shaanxi, Shaanxi, China	CH	CH26	13220	36	109	-1924159	20191205091500	http://www.china.org.cn/world/Off_the_Wire/2019-12/05/content_75482179.htm
890977144	20181205	201812	2018	2018.9178	IGOWSTNAT	NATO	WST	NAT				IGO			RUS	RUSSIAN	RUS								1	174	174	17	4	-5.0	2	1	2	-2.25988700564971	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20191205091500	https://www.dailymail.co.uk/wires/reuters/article-7758889/amp/Russia-expels-Bulgarian-diplomat-tit-tat-move.html
890977145	20181205	201812	2018	2018.9178	IGOWSTNAT	NATO	WST	NAT				IGO			RUS	RUSSIAN	RUS								1	174	174	17	4	-5.0	2	1	2	-2.25988700564971	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20191205091500	https://www.dailymail.co.uk/wires/reuters/article-7758889/amp/Russia-expels-Bulgarian-diplomat-tit-tat-move.html
890977146	20181205	201812	2018	2018.9178	IGOWSTNAT	NATO	WST	NAT				IGO			RUSGOV	RUSSIAN	RUS					GOV			1	174	174	17	4	-5.0	6	1	6	-2.25988700564971	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20191205091500	https://www.dailymail.co.uk/wires/reuters/article-7758889/amp/Russia-expels-Bulgarian-diplomat-tit-tat-move.html
890977147	20181205	201812	2018	2018.9178	RUS	RUSSIAN	RUS								GBR	BRITAIN	GBR								1	090	090	09	2	-2.0	1	1	1	-2.25988700564971	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20191205091500	https://www.dailymail.co.uk/wires/reuters/article-7758889/amp/Russia-expels-Bulgarian-diplomat-tit-tat-move.html
890977148	20181205	201812	2018	2018.9178	RUS	RUSSIAN	RUS								GBR	BRITAIN	GBR								1	090	090	09	2	-2.0	1	1	1	-2.25988700564971	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20191205091500	https://www.dailymail.co.uk/wires/reuters/article-7758889/amp/Russia-expels-Bulgarian-diplomat-tit-tat-move.html
