891067526	20091207	200912	2009	2009.9233	MED	TELECOM						MED			ELI	ACTOR						ELI			1	040	040	04	1	1.0	5	1	5	-3.89261744966443	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20191205171500	https://www.techdirt.com/articles/20191204/07242743501/att-says-real-problem-with-internet-is-we-pay-too-much-attention-to-giant-isps.shtml
891067527	20091207	200912	2009	2009.9233	MIL	CARRIER						MIL			LEG	PARLIAMENT						LEG			1	010	010	01	1	0.0	10	1	10	-4.99108734402852	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20191205171500	https://www.businesstoday.in/current/corporate/air-india-to-post-highest-ever-net-loss-in-fy19-says-aviation-minister/story/391590.html
891067528	20091207	200912	2009	2009.9233	USA	UNITED STATES	USA								ELI	ACTOR						ELI			1	040	040	04	1	1.0	2	1	2	-3.89261744966443	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20191205171500	https://www.techdirt.com/articles/20191204/07242743501/att-says-real-problem-with-internet-is-we-pay-too-much-attention-to-giant-isps.shtml
891067529	20181205	201812	2018	2018.9178	BUS	BANK						BUS													1	010	010	01	1	0.0	10	1	10	0.341880341880342	3	Winston-Salem, North Carolina, United States	US	USNC	NC067	36.0999	-80.2442	997498	0								3	Winston-Salem, North Carolina, United States	US	USNC		36.0999	-80.2442	997498	20191205171500	https://www.nashvillepost.com/business/finance/banking/article/21104655/fifth-third-plans-berry-hill-branch
891067530	20181205	201812	2018	2018.9178	BUS	COMPANY						BUS			GBR	UNITED KINGDOM	GBR								1	060	060	06	2	6.0	2	1	2	0	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20191205171500	https://www.globalcapital.com/article/b1jb6zb934797l/sophos-founders-exit-ahead-of-thoma-bravo-takeover
891067531	20181205	201812	2018	2018.9178	CAN	CANADA	CAN								BUS	PRODUCER						BUS			1	071	071	07	2	7.4	6	1	6	-0.7843137254902	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	20191205171500	https://calgaryherald.com/pmn/business-pmn/canadian-natural-resources-plans-to-spend-c250-million-more-in-2020/wcm/904939f3-a46c-4dc3-aaa3-33b0d11583e3
891067532	20181205	201812	2018	2018.9178	CAN	CANADA	CAN								BUS	PRODUCER						BUS			1	071	071	07	2	7.4	4	1	4	-0.7843137254902	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	20191205171500	https://calgaryherald.com/pmn/business-pmn/canadian-natural-resources-plans-to-spend-c250-million-more-in-2020/wcm/904939f3-a46c-4dc3-aaa3-33b0d11583e3
891067533	20181205	201812	2018	2018.9178	CHN	CHINESE	CHN								USAMED	REUTERS	USA					MED			0	040	040	04	1	1.0	10	1	10	-0.94637223974763	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20191205171500	http://www.msnbc.com/rachel-maddow-show/stumbling-trade-china-trump-turns-jared-kushner-again
891067534	20181205	201812	2018	2018.9178	COP	POLICE						COP			IRL	IRELAND	IRL								0	190	190	19	4	-10.0	5	1	5	-8.21596244131455	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20191205171500	https://cruxnow.com/church-in-uk-and-ireland/2019/12/irish-bishops-christians-must-lead-by-example-welcome-migrants/
891067535	20181205	201812	2018	2018.9178	CVL	MIGRANT						CVL													0	114	114	11	3	-2.0	1	1	1	-5.63029397110114	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	0								3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20191205171500	https://www.bostonglobe.com/2019/12/05/opinion/mexico-is-trumps-wall/
