891132987	20181205	201812	2018	2018.9178											MNCUSA	MICROSOFT	USA					MNC			1	046	046	04	1	7.0	10	1	10	2.28758169934641	0								0								0								20191205233000	https://www.slashgear.com/microsoft-redesigns-flagship-office-apps-for-mobile-productivity-05602417/
891132988	20181205	201812	2018	2018.9178	BRB	BARBADOS	BRB																		1	013	013	01	1	0.4	4	1	4	0.90909090909091	1	Barbados	BB	BB		13.166667	-59.533333	BB	0								1	Barbados	BB	BB		13.166667	-59.533333	BB	20191205233000	http://www.loopnewsbarbados.com/content/caribbean-misses-mark-cancer-walk-funds
891132989	20181205	201812	2018	2018.9178	BUS	BANK						BUS													1	073	073	07	2	7.4	10	1	10	-3.14465408805031	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	0								2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20191205233000	http://my40.tv/news/local/change-in-food-stamp-rules-could-affect-many-wnc-residents
891132990	20181205	201812	2018	2018.9178	MNCUSA	MICROSOFT	USA					MNC													1	046	046	04	1	7.0	10	1	10	2.28758169934641	0								0								0								20191205233000	https://www.slashgear.com/microsoft-redesigns-flagship-office-apps-for-mobile-productivity-05602417/
891132991	20181205	201812	2018	2018.9178	NGA	LAGOS	NGA																		1	192	192	19	4	-9.5	10	1	10	0.34383954154728	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	0								4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	20191205233000	https://thenationonlineng.net/were-ready-to-sanitise-real-estate-sector/
891132992	20181205	201812	2018	2018.9178	PHL	PHILIPPINE	PHL								BUS	BUSINESS						BUS			1	010	010	01	1	0.0	10	1	10	-0.27472527472527	1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	20191205233000	https://www.businesstimes.com.sg/banking-finance/grab-aims-to-drive-asean-e-wallet-adoption-with-latest-card-launch
891132993	20181205	201812	2018	2018.9178	USA	UNITED STATES	USA																		0	120	120	12	3	-4.0	4	1	4	-3.15638450502152	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	0								3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	20191205233000	https://www.courthousenews.com/playboy-model-alleging-trump-affair-takes-on-fox/
891132994	20181205	201812	2018	2018.9178	USA	SAN DIEGO	USA								MEX	MEXICO	MEX								1	111	111	11	3	-2.0	2	1	2	-1.27388535031847	3	San Diego, California, United States	US	USCA	CA073	32.7153	-117.157	1661377	4	Modelo, Tabasco, Mexico	MX	MX27	21169	17.8083	-93.7	6227533	4	Modelo, Tabasco, Mexico	MX	MX27	21169	17.8083	-93.7	6227533	20191205233000	https://www.sandiegoreader.com/news/2019/dec/05/beer-who-kings-convicts-brewing-what-are-their-/
891132995	20191105	201911	2019	2019.8356											JUD	LAWYER						JUD			0	010	010	01	1	0.0	3	1	3	-4.13385826771653	0								4	Mount Macedon, Victoria, Australia	AS	AS07	5399	-37.4005	144.584	-1589403	4	Mount Macedon, Victoria, Australia	AS	AS07	5399	-37.4005	144.584	-1589403	20191205233000	https://www.news.com.au/national/victoria/courts-law/borce-ristevski-back-in-court-for-court-of-appeal-decision/news-story/f6e18ca0b287f16e9cf6bf2026a43c6b
891132996	20191105	201911	2019	2019.8356	AUS	AUSTRALIA	AUS								AUSJUD	AUSTRALIA	AUS					JUD			0	010	010	01	1	0.0	1	1	1	-4.13385826771653	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Mount Macedon, Victoria, Australia	AS	AS07	5399	-37.4005	144.584	-1589403	20191205233000	https://www.news.com.au/national/victoria/courts-law/borce-ristevski-back-in-court-for-court-of-appeal-decision/news-story/f6e18ca0b287f16e9cf6bf2026a43c6b
