890904342	20181205	201812	2018	2018.9178	AUS	AUSTRALIA	AUS								CHN	CHINA	CHN								1	042	042	04	1	1.9	2	1	2	-0.84925690021232	1	Indonesia	ID	ID		-5	120	ID	1	Thailand	TH	TH		15	100	TH	1	Indonesia	ID	ID		-5	120	ID	20191205010000	https://www.afr.com/world/asia/bali-cracks-down-on-zero-dollar-package-tourism-from-china-20191203-p53gfx
890904343	20181205	201812	2018	2018.9178	AUS	AUSTRALIAN	AUS								IDN	BALI	IDN								1	042	042	04	1	1.9	2	1	2	-0.84925690021232	1	Australia	AS	AS		-25	135	AS	4	Bali, Zhejiang, China	CH	CH02	13324	29.4267	120.897	10563136	1	Australia	AS	AS		-25	135	AS	20191205010000	https://www.afr.com/world/asia/bali-cracks-down-on-zero-dollar-package-tourism-from-china-20191203-p53gfx
890904344	20181205	201812	2018	2018.9178	AUS	AUSTRALIAN	AUS								IDN	BALI	IDN								1	042	042	04	1	1.9	1	1	1	-0.84925690021232	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20191205010000	https://www.afr.com/world/asia/bali-cracks-down-on-zero-dollar-package-tourism-from-china-20191203-p53gfx
890904345	20181205	201812	2018	2018.9178	AUS	AUSTRALIA	AUS								IDN	BALI	IDN								1	042	042	04	1	1.9	1	1	1	-0.84925690021232	1	Indonesia	ID	ID		-5	120	ID	1	Indonesia	ID	ID		-5	120	ID	1	Indonesia	ID	ID		-5	120	ID	20191205010000	https://www.afr.com/world/asia/bali-cracks-down-on-zero-dollar-package-tourism-from-china-20191203-p53gfx
890904346	20181205	201812	2018	2018.9178	AUS	AUSTRALIA	AUS								IDN	BALI	IDN								1	042	042	04	1	1.9	1	1	1	-0.84925690021232	1	Indonesia	ID	ID		-5	120	ID	1	Thailand	TH	TH		15	100	TH	1	Thailand	TH	TH		15	100	TH	20191205010000	https://www.afr.com/world/asia/bali-cracks-down-on-zero-dollar-package-tourism-from-china-20191203-p53gfx
890904347	20181205	201812	2018	2018.9178	CHN	CHINA	CHN																		0	010	010	01	1	0.0	10	1	10	-1.07913669064748	4	Wuhan, Hubei, China	CH	CH12	13124	30.5833	114.267	-1930776	0								4	Wuhan, Hubei, China	CH	CH12	13124	30.5833	114.267	-1930776	20191205010000	https://finance.yahoo.com/news/exclusive-wework-china-sets-bold-161921626.html
890904348	20181205	201812	2018	2018.9178	CHN	CHINA	CHN								AUS	AUSTRALIA	AUS								1	043	043	04	1	2.8	2	1	2	-0.84925690021232	4	Bali, Zhejiang, China	CH	CH02	13324	29.4267	120.897	10563136	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20191205010000	https://www.afr.com/world/asia/bali-cracks-down-on-zero-dollar-package-tourism-from-china-20191203-p53gfx
890904349	20181205	201812	2018	2018.9178	CHN	CHINA	CHN								FRA	FRENCH	FRA								0	161	161	16	4	-4.0	3	1	3	-1.78041543026706	1	China	CH	CH		35	105	CH	1	France	FR	FR		46	2	FR	1	China	CH	CH		35	105	CH	20191205010000	https://sputniknews.com/analysis/201912051077487076-a-threat-to-global-humanity-for-70-years-nato-has-formed-matrix-of-imperialism/
890904350	20181205	201812	2018	2018.9178	CHN	CHINA	CHN								FRA	FRENCH	FRA								0	161	161	16	4	-4.0	1	1	1	-1.78041543026706	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20191205010000	https://sputniknews.com/analysis/201912051077487076-a-threat-to-global-humanity-for-70-years-nato-has-formed-matrix-of-imperialism/
890904351	20181205	201812	2018	2018.9178	CZE	CZECH REPUBLIC	CZE								FRAGOV	FRANCE	FRA					GOV			1	040	040	04	1	1.0	1	1	1	-1.38888888888889	4	Prague, Praha, Hlavníesto, Czech Republic	EZ	EZ52	14865	50.0833	14.4667	-553173	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20191205010000	https://punemirror.indiatimes.com/news/world/after-40-years-milan-kundera-gets-his-czech-citizenship-back/articleshow/72373264.cms
