891115724	20181205	201812	2018	2018.9178											CHE	DAVOS	CHE								1	036	036	03	1	4.0	3	1	3	-0.67796610169492	0								4	Davos, Switzerland (general), Switzerland	SZ	SZ00	26294	46.8167	9.83333	-2551751	4	Davos, Switzerland (general), Switzerland	SZ	SZ00	26294	46.8167	9.83333	-2551751	20191205213000	https://www.wmagazine.com/story/fernando-laposse-miami
891115725	20181205	201812	2018	2018.9178											CHE	DAVOS	CHE								1	036	036	03	1	4.0	2	1	2	-0.67796610169492	0								3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	20191205213000	https://www.wmagazine.com/story/fernando-laposse-miami
891115726	20181205	201812	2018	2018.9178	BUS	COMPANY						BUS			GBR	BIRMINGHAM	GBR								1	084	084	08	2	7.0	10	1	10	6	3	Tuscaloosa, Alabama, United States	US	USAL	AL125	33.2098	-87.5692	153742	3	Tuscaloosa, Alabama, United States	US	USAL	AL125	33.2098	-87.5692	153742	3	Tuscaloosa, Alabama, United States	US	USAL	AL125	33.2098	-87.5692	153742	20191205213000	https://wtug.com/i-heart-mac-cheese-plans-to-open-tuscaloosa-restaurant/
891115727	20181205	201812	2018	2018.9178	CVL	TRAVELER						CVL			MED	MEDIA						MED			1	036	036	03	1	4.0	1	1	1	1.88679245283019	3	Rockefeller Center, New York, United States	US	USNY	NY061	40.759	-73.979	962749	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20191205213000	https://www.metro.us/news/local-news/new-york/central-park-nycs-most-instagrammable-spot
891115728	20181205	201812	2018	2018.9178	CVL	TRAVELER						CVL			MED	MEDIA						MED			1	036	036	03	1	4.0	9	1	9	1.88679245283019	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20191205213000	https://www.metro.us/news/local-news/new-york/central-park-nycs-most-instagrammable-spot
891115729	20181205	201812	2018	2018.9178	EDU	SCHOOL						EDU			EUR	EUROPEAN	EUR								1	043	043	04	1	2.8	10	1	10	7.51173708920188	1	Slovenia	SI	SI		46.25	15.166667	SI	1	Slovenia	SI	SI		46.25	15.166667	SI	1	Slovenia	SI	SI		46.25	15.166667	SI	20191205213000	http://www.sloveniatimes.com/joint-project-of-danfoss-trata-petrol-best-business-practice
891115730	20181205	201812	2018	2018.9178	EUR	EUROPEAN	EUR								EDU	SCHOOL						EDU			1	042	042	04	1	1.9	10	1	10	7.51173708920188	1	Slovenia	SI	SI		46.25	15.166667	SI	1	Slovenia	SI	SI		46.25	15.166667	SI	1	Slovenia	SI	SI		46.25	15.166667	SI	20191205213000	http://www.sloveniatimes.com/joint-project-of-danfoss-trata-petrol-best-business-practice
891115731	20181205	201812	2018	2018.9178	HLH	HEALTH CARE PROVIDER						HLH													0	070	070	07	2	7.0	3	1	3	-2.11817168338907	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	0								3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	20191205213000	https://www.houstonchronicle.com/business/economy/amp/Frack-to-the-Future-Houston-s-economy-is-14885032.php
891115732	20181205	201812	2018	2018.9178	HLH	HEALTH CARE PROVIDER						HLH			USA	UNITED STATES	USA								0	070	070	07	2	7.0	2	1	2	-2.11817168338907	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	20191205213000	https://www.houstonchronicle.com/business/economy/amp/Frack-to-the-Future-Houston-s-economy-is-14885032.php
891115733	20181205	201812	2018	2018.9178	IGOUNOHLHWHO	WORLD HEALTH ORGANIZATION		UNO				IGO	HLH												0	020	020	02	1	3.0	10	1	10	0	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20191205213000	https://www.elle.com/culture/career-politics/a30121833/ti-virginity-testing-michaelle-solages-assemblywoman/
891115734	20181205	201812	2018	2018.9178	IGOUNOHLHWHO	WORLD HEALTH ORGANIZATION		UNO				IGO	HLH												0	172	172	17	4	-5.0	10	1	10	0	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20191205213000	https://www.elle.com/culture/career-politics/a30121833/ti-virginity-testing-michaelle-solages-assemblywoman/
891115735	20181205	201812	2018	2018.9178	JUD	SPECIAL COURT						JUD													1	012	012	01	1	-0.4	5	1	5	-8.70967741935484	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	0								4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20191205213000	https://indianexpress.com/article/india/pnb-scam-court-declares-nirav-modi-fugitive-economic-offender-6152864/
891115736	20181205	201812	2018	2018.9178	MIL	AIRCRAFT CARRIER						MIL			VNM	VIETNAM	VNM								0	042	042	04	1	1.9	5	1	5	1.12721417069243	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	20191205213000	https://www.defense.gov/explore/story/Article/2032957/us-bolsters-indo-pacific-alliances-in-face-of-threats/
891115737	20181205	201812	2018	2018.9178	USA	MISSOURI	USA								CVL	VOTER						CVL			1	0834	083	08	2	5.0	2	1	2	1.08359133126935	3	Faith Lutheran Church, Missouri, United States	US	USMO	MO051	38.5872	-92.2044	717827	3	Faith Lutheran Church, Missouri, United States	US	USMO		38.5872	-92.2044	717827	3	Faith Lutheran Church, Missouri, United States	US	USMO		38.5872	-92.2044	717827	20191205213000	https://www.washingtonpost.com/politics/6-apply-for-missouris-nonpartisan-redistricting-post/2019/12/05/48c56474-1793-11ea-80d6-d0ca7007273f_story.html
891115738	20181205	201812	2018	2018.9178	VNM	VIETNAM	VNM								MIL	AIRCRAFT CARRIER						MIL			0	043	043	04	1	2.8	5	1	5	1.12721417069243	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	20191205213000	https://www.defense.gov/explore/story/Article/2032957/us-bolsters-indo-pacific-alliances-in-face-of-threats/
891115739	20191105	201911	2019	2019.8356	GBR	UNITED KINGDOM	GBR								MCO	MONACO	MCO								1	042	042	04	1	1.9	4	2	4	0.56925996204933	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	1	Monaco	MN	MN		43.733333	7.4	MN	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20191205213000	https://1660thefan.com/news/articles/2019/dec/05/chadwick-wants-to-help-sweep-away-female-stereotypes/964075/
891115740	20191105	201911	2019	2019.8356	GBR	UNITED KINGDOM	GBR								MCO	MONACO	MCO								1	042	042	04	1	1.9	4	2	4	0.56925996204933	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	1	Monaco	MN	MN		43.733333	7.4	MN	1	Monaco	MN	MN		43.733333	7.4	MN	20191205213000	https://1660thefan.com/news/articles/2019/dec/05/chadwick-wants-to-help-sweep-away-female-stereotypes/964075/
891115741	20191105	201911	2019	2019.8356	GOV	PRESIDENT						GOV			LEG	SENATE						LEG			0	160	160	16	4	-4.0	5	1	5	-6.09756097560976	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20191205213000	https://www.breitbart.com/politics/2019/12/05/mitch-mcconnell-blasts-pelosi-advancing-rushed-partisan-impeachment-process/
891115742	20191105	201911	2019	2019.8356	IGOUNO	THE UN		UNO				IGO			IRL	IRELAND	IRL								0	012	012	01	1	-0.4	10	1	10	-6.14035087719298	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20191205213000	https://www.irishtimes.com/opinion/editorial/irish-times-view-on-ireland-s-appearance-at-un-hearing-on-racism-1.4105653
891115743	20191105	201911	2019	2019.8356	ISRGOVMIL	ISRAEL	ISR					GOV	MIL		ISR	ISRAEL	ISR								1	060	060	06	2	6.0	10	1	10	-2.10084033613445	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20191205213000	https://www.jns.org/new-israeli-defense-minister-takes-a-hardline-position-on-terrorism-in-all-forms/
