890917907	20181205	201812	2018	2018.9178	CHL	SANTIAGO	CHL								LEG	LAWMAKER						LEG			1	010	010	01	1	0.0	8	1	8	2.35822571588995	4	Santiago, Regióetropolitana, Chile	CI	CI12	22379	-33.45	-70.6667	-901202	4	Santiago, Regióetropolitana, Chile	CI	CI12	22379	-33.45	-70.6667	-901202	4	Santiago, Regióetropolitana, Chile	CI	CI12	22379	-33.45	-70.6667	-901202	20191205021500	https://www.ebar.com/news/news/285156/political_notebook:_gay_filipino_aims_to_be_first_out_immigrant_ca_legislator
890917908	20181205	201812	2018	2018.9178	IRN	IRAN	IRN								IRNGOV	IRAN	IRN					GOV			1	1712	171	17	4	-9.2	2	1	2	-6.01719197707736	4	Karbala, Hormozgan, Iran	IR	IR11	41051	25.7269	58.8531	-3761681	4	Karbala, Hormozgan, Iran	IR	IR11	41051	25.7269	58.8531	-3761681	4	Karbala, Hormozgan, Iran	IR	IR11	41051	25.7269	58.8531	-3761681	20191205021500	https://www.al-monitor.com/pulse/originals/2019/12/iraq-protests-iran-consulate-karbala-najaf.html
890917909	20181205	201812	2018	2018.9178	IRQ	KARBALA	IRQ								IRNGOV	IRANIAN	IRN					GOV			1	1712	171	17	4	-9.2	3	1	3	-6.01719197707736	4	Karbala, Hormozgan, Iran	IR	IR11	41051	25.7269	58.8531	-3761681	4	Karbala, Hormozgan, Iran	IR	IR11	41051	25.7269	58.8531	-3761681	4	Karbala, Hormozgan, Iran	IR	IR11	41051	25.7269	58.8531	-3761681	20191205021500	https://www.al-monitor.com/pulse/originals/2019/12/iraq-protests-iran-consulate-karbala-najaf.html
890917910	20181205	201812	2018	2018.9178	OPP	PROTESTER						OPP			IRN	IRAN	IRN								1	1712	171	17	4	-9.2	2	1	2	-6.01719197707736	4	Karbala, Hormozgan, Iran	IR	IR11	41051	25.7269	58.8531	-3761681	4	Karbala, Hormozgan, Iran	IR	IR11	41051	25.7269	58.8531	-3761681	4	Karbala, Hormozgan, Iran	IR	IR11	41051	25.7269	58.8531	-3761681	20191205021500	https://www.al-monitor.com/pulse/originals/2019/12/iraq-protests-iran-consulate-karbala-najaf.html
890917911	20181205	201812	2018	2018.9178	OPP	PROTESTER						OPP			IRQ	KARBALA	IRQ								1	1712	171	17	4	-9.2	3	1	3	-6.01719197707736	4	Karbala, Hormozgan, Iran	IR	IR11	41051	25.7269	58.8531	-3761681	4	Karbala, Hormozgan, Iran	IR	IR11	41051	25.7269	58.8531	-3761681	4	Karbala, Hormozgan, Iran	IR	IR11	41051	25.7269	58.8531	-3761681	20191205021500	https://www.al-monitor.com/pulse/originals/2019/12/iraq-protests-iran-consulate-karbala-najaf.html
890917912	20181205	201812	2018	2018.9178	USA	UNITED STATES	USA																		1	193	193	19	4	-10.0	4	1	4	-3.87811634349031	3	Highland County, Ohio, United States	US	USOH	OH071	39.1834	-83.6166	1074048	0								3	Highland County, Ohio, United States	US	USOH		39.1834	-83.6166	1074048	20191205021500	https://www.timesgazette.com/news/43699/you-cant-get-the-flu-from-getting-a-flu-shot
890917913	20191105	201911	2019	2019.8356	HLH	HOSPITAL						HLH			USA	THE US	USA								0	115	115	11	3	-2.0	10	1	10	0.27932960893855	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20191205021500	https://www.msn.com/en-us/news/us/ri-hospital-president-to-leave-as-lifespan-announces-losses-offers-early-retirements/ar-BBXJQ7b
890917914	20191105	201911	2019	2019.8356	LEG	SENATE						LEG													1	120	120	12	3	-4.0	10	1	10	-0.55555555555556	2	Florida, United States	US	USFL		27.8333	-81.717	FL	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	20191205021500	https://www.fox35orlando.com/news/justices-urged-to-approve-medicaid-ballot-proposal
890917915	20191105	201911	2019	2019.8356	MNCUSA	MORGAN STANLEY	USA					MNC			BUS	BANK						BUS			1	125	125	12	3	-5.0	5	1	5	1.40056022408964	0								0								0								20191205021500	https://www.deccanchronicle.com/business/companies/051219/top-performer-of-2019-icici-bank-to-rise-more.html
890917916	20191105	201911	2019	2019.8356	PHL	MANILA	PHL																		1	084	084	08	2	7.0	10	1	10	-4.71821756225426	4	Metro Manila, Philippines (general), Philippines	RP	RP00	24210	14.5833	121	-2439768	0								4	Metro Manila, Philippines (general), Philippines	RP	RP00	24210	14.5833	121	-2439768	20191205021500	https://www.straitstimes.com/asia/the-philippines-will-be-underwater-in-30-years-inquirer
890917917	20191128	201911	2019	2019.8986	AFGMIL	AFGHANISTAN	AFG					MIL			USAMIL	AMERICAN	USA					MIL			0	042	042	04	1	1.9	6	1	6	-2.46913580246913	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20191205021500	https://www.malaymail.com/news/world/2019/12/05/us-to-restart-taliban-talks-after-trump-green-light/1816215
