890966115	20181205	201812	2018	2018.9178	DEU	BERLIN	DEU								RUS	RUSSIAN	RUS								0	090	090	09	2	-2.0	7	1	7	-8.54092526690391	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20191205080000	https://uk.finance.yahoo.com/news/germany-expels-russian-diplomats-after-assassination-of-georgian-in-berlin-120822678.html
890966116	20181205	201812	2018	2018.9178	DEU	BERLIN	DEU								RUS	RUSSIA	RUS								0	090	090	09	2	-2.0	1	1	1	-8.54092526690391	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20191205080000	https://uk.finance.yahoo.com/news/germany-expels-russian-diplomats-after-assassination-of-georgian-in-berlin-120822678.html
890966117	20181205	201812	2018	2018.9178	DEU	GERMANY	DEU								RUS	RUSSIA	RUS								0	190	190	19	4	-10.0	2	1	2	-8.54092526690391	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20191205080000	https://uk.finance.yahoo.com/news/germany-expels-russian-diplomats-after-assassination-of-georgian-in-berlin-120822678.html
890966118	20181205	201812	2018	2018.9178	DEU	BERLIN	DEU								RUS	RUSSIAN	RUS								0	190	190	19	4	-10.0	5	1	5	-8.54092526690391	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20191205080000	https://uk.finance.yahoo.com/news/germany-expels-russian-diplomats-after-assassination-of-georgian-in-berlin-120822678.html
890966119	20181205	201812	2018	2018.9178	DEU	BERLIN	DEU								RUS	RUSSIAN	RUS								0	190	190	19	4	-10.0	1	1	1	-8.54092526690391	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20191205080000	https://uk.finance.yahoo.com/news/germany-expels-russian-diplomats-after-assassination-of-georgian-in-berlin-120822678.html
890966120	20181205	201812	2018	2018.9178	FRA	FRENCH	FRA								SYR	SYRIA	SYR								1	036	036	03	1	4.0	1	1	1	-3.80622837370242	1	France	FR	FR		46	2	FR	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	20191205080000	http://www.hurriyetdailynews.com/macron-says-european-leaders-to-meet-with-erdogan-again-149457
890966121	20181205	201812	2018	2018.9178	FRA	FRENCH	FRA								TUR	TURKISH	TUR								1	046	046	04	1	7.0	1	1	1	-3.80622837370242	1	France	FR	FR		46	2	FR	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	20191205080000	http://www.hurriyetdailynews.com/macron-says-european-leaders-to-meet-with-erdogan-again-149457
890966122	20181205	201812	2018	2018.9178	GHAGOV	GHANA	GHA					GOV			NGA	NIGERIAN	NGA								0	010	010	01	1	0.0	1	1	1	-3.78787878787879	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20191205080000	https://thenationonlineng.net/reps-others-to-probe-attack-on-nigerians-in-ghana/
890966123	20181205	201812	2018	2018.9178	GHAGOV	GHANA	GHA					GOV			NGA	NIGERIAN	NGA								0	010	010	01	1	0.0	1	1	1	-3.78787878787879	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	20191205080000	https://thenationonlineng.net/reps-others-to-probe-attack-on-nigerians-in-ghana/
890966124	20181205	201812	2018	2018.9178	GHAGOV	GHANA	GHA					GOV			NGA	NIGERIAN	NGA								0	173	173	17	4	-5.0	2	1	2	-3.78787878787879	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20191205080000	https://thenationonlineng.net/reps-others-to-probe-attack-on-nigerians-in-ghana/
890966125	20181205	201812	2018	2018.9178	GHAGOV	GHANA	GHA					GOV			NGABUS	NIGERIAN	NGA					BUS			0	010	010	01	1	0.0	3	1	3	-3.78787878787879	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20191205080000	https://thenationonlineng.net/reps-others-to-probe-attack-on-nigerians-in-ghana/
890966126	20181205	201812	2018	2018.9178	GHAGOV	GHANA	GHA					GOV			NGABUS	NIGERIAN	NGA					BUS			0	173	173	17	4	-5.0	3	1	3	-3.78787878787879	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20191205080000	https://thenationonlineng.net/reps-others-to-probe-attack-on-nigerians-in-ghana/
890966127	20181205	201812	2018	2018.9178	GOV	GOVERNMENT						GOV			OPP	THE OPPOSITION						OPP			0	030	030	03	1	4.0	10	1	10	-4.2830540037244	4	Santiago, Regióetropolitana, Chile	CI	CI12	22379	-33.45	-70.6667	-901202	4	Santiago, Regióetropolitana, Chile	CI	CI12	22379	-33.45	-70.6667	-901202	4	Santiago, Regióetropolitana, Chile	CI	CI12	22379	-33.45	-70.6667	-901202	20191205080000	https://theglobepost.com/2019/11/18/chile-economic-model/
890966128	20181205	201812	2018	2018.9178	KOR	ULSAN	KOR								KORGOV	ULSAN	KOR					GOV			0	090	090	09	2	-2.0	10	1	10	-7.57238307349664	4	Busan, Pusan-gwangyoksi, South Korea	KS	KS10	24983	35.1028	129.04	-713900	4	Busan, Pusan-gwangyoksi, South Korea	KS	KS10	24983	35.1028	129.04	-713900	4	Busan, Pusan-gwangyoksi, South Korea	KS	KS10	24983	35.1028	129.04	-713900	20191205080000	http://www.koreaherald.com/view.php?ud=20191205000723
890966129	20181205	201812	2018	2018.9178	MYS	KUALA LUMPUR	MYS								MYSGOV	MALAYSIA	MYS					GOV			0	042	042	04	1	1.9	1	1	1	1.54355016538038	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	20191205080000	https://www.malaysia-chronicle.com/?p=181467
890966130	20181205	201812	2018	2018.9178	MYSGOV	MALAYSIA	MYS					GOV			MYS	KUALA LUMPUR	MYS								0	043	043	04	1	2.8	1	1	1	1.54355016538038	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	20191205080000	https://www.malaysia-chronicle.com/?p=181467
890966131	20181205	201812	2018	2018.9178	NGA	NIGERIA	NGA																		1	010	010	01	1	0.0	3	1	3	-5.25451559934319	5	Rivers State, Rivers, Nigeria	NI	NI50	23058	4.75	6.83333	-2025387	0								5	Rivers State, Rivers, Nigeria	NI	NI50	23058	4.75	6.83333	-2025387	20191205080000	https://nationalaccordnewspaper.com/uk-us-and-nigerian-scientists-ask-nafdac-to-ban-paraquat-urgently/
890966132	20181205	201812	2018	2018.9178	OPP	THE OPPOSITION						OPP			GOV	GOVERNMENT						GOV			0	030	030	03	1	4.0	10	1	10	-4.2830540037244	4	Santiago, Regióetropolitana, Chile	CI	CI12	22379	-33.45	-70.6667	-901202	4	Santiago, Regióetropolitana, Chile	CI	CI12	22379	-33.45	-70.6667	-901202	4	Santiago, Regióetropolitana, Chile	CI	CI12	22379	-33.45	-70.6667	-901202	20191205080000	https://theglobepost.com/2019/11/18/chile-economic-model/
890966133	20181205	201812	2018	2018.9178	TUR	TURKISH	TUR								FRA	FRENCH	FRA								1	046	046	04	1	7.0	1	1	1	-3.80622837370242	1	Turkey	TU	TU		39.059012	34.911546	TU	1	France	FR	FR		46	2	FR	1	Turkey	TU	TU		39.059012	34.911546	TU	20191205080000	http://www.hurriyetdailynews.com/macron-says-european-leaders-to-meet-with-erdogan-again-149457
890966134	20181205	201812	2018	2018.9178	ZAFJUD	BLOEMFONTEIN	ZAF					JUD			ZAF	BLOEMFONTEIN	ZAF								1	173	173	17	4	-5.0	10	1	10	-10.0840336134454	0								0								0								20191205080000	https://citizen.co.za/news/south-africa/crime/2214985/questions-linger-over-fritz-joubert-allegedly-killing-suspects-when-he-was-a-cop-report/
890966135	20191105	201911	2019	2019.8356	IGOEUREEC	THE EU	EUR	EEC				IGO			TUR	TURKISH	TUR								1	164	164	16	4	-7.0	2	1	2	0.26595744680851	4	Addis Ababa, (ET10), Ethiopia	ET	ET10	47692	9.03333	38.7	-603097	4	Addis Ababa, (ET10), Ethiopia	ET	ET10	47692	9.03333	38.7	-603097	4	Addis Ababa, (ET10), Ethiopia	ET	ET10	47692	9.03333	38.7	-603097	20191205080000	http://www.hurriyetdailynews.com/eu-commission-aims-at-honest-conversations-with-turkey-149458
