891033231	20181205	201812	2018	2018.9178											CVL	COMMUNITY						CVL			1	020	020	02	1	3.0	10	1	10	1.4367816091954	0								3	North Park, California, United States	US	USCA		32.7409	-117.131	1661118	3	North Park, California, United States	US	USCA		32.7409	-117.131	1661118	20191205141500	https://www.sandiegouniontribune.com/communities/san-diego/story/2019-12-05/annual-toyland-parade-to-take-over-north-parks-streets-but-future-remains-uncertain
891033232	20181205	201812	2018	2018.9178											CVL	COMMUNITY						CVL			1	070	070	07	2	7.0	10	1	10	1.4367816091954	0								3	North Park, California, United States	US	USCA		32.7409	-117.131	1661118	3	North Park, California, United States	US	USCA		32.7409	-117.131	1661118	20191205141500	https://www.sandiegouniontribune.com/communities/san-diego/story/2019-12-05/annual-toyland-parade-to-take-over-north-parks-streets-but-future-remains-uncertain
891033233	20181205	201812	2018	2018.9178	CVL	VILLAGE						CVL													0	010	010	01	1	0.0	10	1	10	-4.40713536201469	4	Raqqa, Ar Raqqah, Syria	SY	SY04	26371	35.95	39.0167	-2538949	0								4	Raqqa, Ar Raqqah, Syria	SY	SY04	26371	35.95	39.0167	-2538949	20191205141500	http://www.naharnet.com/stories/en/267010-climate-not-conflict-drove-many-syrian-refugees-to-lebanon
891033234	20181205	201812	2018	2018.9178	ISR	ISRAELI	ISR								OMN	OMAN	OMN								0	042	042	04	1	1.9	2	1	2	1.6260162601626	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	1	Oman	MU	MU		21	57	MU	1	Oman	MU	MU		21	57	MU	20191205141500	https://www.alaraby.co.uk/english/news/2019/12/5/is-israel-normalising-ties-with-morocco
891033235	20181205	201812	2018	2018.9178	ISR	ISRAELI	ISR								OMN	OMAN	OMN								0	042	042	04	1	1.9	2	1	2	1.6260162601626	1	Oman	MU	MU		21	57	MU	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20191205141500	https://www.alaraby.co.uk/english/news/2019/12/5/is-israel-normalising-ties-with-morocco
891033236	20181205	201812	2018	2018.9178	ISRGOV	ISRAELI	ISR					GOV			OMN	OMAN	OMN								0	042	042	04	1	1.9	6	1	6	1.6260162601626	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	1	Oman	MU	MU		21	57	MU	1	Oman	MU	MU		21	57	MU	20191205141500	https://www.alaraby.co.uk/english/news/2019/12/5/is-israel-normalising-ties-with-morocco
891033237	20181205	201812	2018	2018.9178	KHM	CAMBODIA	KHM								OPP	MAIN OPPOSITION						OPP			0	110	110	11	3	-2.0	2	1	2	-1.54798761609907	1	Australia	AS	AS		-25	135	AS	1	Cambodia	CB	CB		13	105	CB	1	Cambodia	CB	CB		13	105	CB	20191205141500	https://www.heraldsun.com.au/news/cambodia-says-it-is-considering-taking-refugees-bound-for-australia/news-story/2186b82670df9c1f370e32e982eaa689?nk=6752d54bd926c1f2e50e385b1a5d666d-1575554651
891033238	20181205	201812	2018	2018.9178	KHM	CAMBODIA	KHM								OPP	MAIN OPPOSITION						OPP			0	110	110	11	3	-2.0	2	1	2	-1.54798761609907	1	Cambodia	CB	CB		13	105	CB	1	Cambodia	CB	CB		13	105	CB	1	United States	US	US		39.828175	-98.5795	US	20191205141500	https://www.heraldsun.com.au/news/cambodia-says-it-is-considering-taking-refugees-bound-for-australia/news-story/2186b82670df9c1f370e32e982eaa689?nk=6752d54bd926c1f2e50e385b1a5d666d-1575554651
891033239	20181205	201812	2018	2018.9178	KHM	CAMBODIA	KHM								OPP	MAIN OPPOSITION						OPP			0	110	110	11	3	-2.0	6	1	6	-1.54798761609907	1	Cambodia	CB	CB		13	105	CB	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20191205141500	https://www.heraldsun.com.au/news/cambodia-says-it-is-considering-taking-refugees-bound-for-australia/news-story/2186b82670df9c1f370e32e982eaa689?nk=6752d54bd926c1f2e50e385b1a5d666d-1575554651
891033240	20181205	201812	2018	2018.9178	KHM	CAMBODIA	KHM								OPP	MAIN OPPOSITION						OPP			0	172	172	17	4	-5.0	2	1	2	-1.54798761609907	1	Australia	AS	AS		-25	135	AS	1	Cambodia	CB	CB		13	105	CB	1	Cambodia	CB	CB		13	105	CB	20191205141500	https://www.heraldsun.com.au/news/cambodia-says-it-is-considering-taking-refugees-bound-for-australia/news-story/2186b82670df9c1f370e32e982eaa689?nk=6752d54bd926c1f2e50e385b1a5d666d-1575554651
891033241	20181205	201812	2018	2018.9178	KHM	CAMBODIA	KHM								OPP	MAIN OPPOSITION						OPP			0	172	172	17	4	-5.0	2	1	2	-1.54798761609907	1	Cambodia	CB	CB		13	105	CB	1	Cambodia	CB	CB		13	105	CB	1	United States	US	US		39.828175	-98.5795	US	20191205141500	https://www.heraldsun.com.au/news/cambodia-says-it-is-considering-taking-refugees-bound-for-australia/news-story/2186b82670df9c1f370e32e982eaa689?nk=6752d54bd926c1f2e50e385b1a5d666d-1575554651
891033242	20181205	201812	2018	2018.9178	KHM	CAMBODIA	KHM								OPP	MAIN OPPOSITION						OPP			0	172	172	17	4	-5.0	6	1	6	-1.54798761609907	1	Cambodia	CB	CB		13	105	CB	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20191205141500	https://www.heraldsun.com.au/news/cambodia-says-it-is-considering-taking-refugees-bound-for-australia/news-story/2186b82670df9c1f370e32e982eaa689?nk=6752d54bd926c1f2e50e385b1a5d666d-1575554651
