890892172	20181205	201812	2018	2018.9178											CVL	ENGINEER						CVL			0	036	036	03	1	4.0	10	1	10	-0.51813471502591	0								3	Norfolk, Virginia, United States	US	USVA	VA710	36.8468	-76.2852	1497051	3	Norfolk, Virginia, United States	US	USVA	VA710	36.8468	-76.2852	1497051	20191205001500	https://news.usni.org/2019/12/04/navy-claims-successes-in-improving-on-time-ship-maintenance-but-backlogs-persist
890892173	20181205	201812	2018	2018.9178											USAEDU	MONTANA	USA					EDU			1	100	100	10	3	-5.0	3	1	3	2.78260869565218	0								3	Great Falls, Montana, United States	US	USMT		47.5002	-111.301	802113	3	Great Falls, Montana, United States	US	USMT		47.5002	-111.301	802113	20191205001500	https://missoulian.com/news/local/under-the-m-three-good-things/article_b40a85e9-02ed-5041-8004-aa8830d74774.html
890892174	20181205	201812	2018	2018.9178	AFG	KABUL	AFG								SAUGOV	ABDULLAH	SAU					GOV			0	051	051	05	1	3.4	8	1	8	0.25839793281654	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20191205001500	http://www.outlookafghanistan.net/national_detail.php?post_id=25472
890892175	20181205	201812	2018	2018.9178	CHN	CHINA	CHN								COP	POLICE						COP			0	020	020	02	1	3.0	10	1	10	-6.40877598152425	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20191205001500	http://global.chinadaily.com.cn/a/201912/05/WS5de83e8ea310cf3e3557c087.html
890892176	20181205	201812	2018	2018.9178	CVL	VILLAGE						CVL													1	080	080	08	2	5.0	1	1	1	3.78787878787879	3	Fox River Grove, Illinois, United States	US	USIL	IL111	42.2009	-88.2145	408641	0								3	Fox River Grove, Illinois, United States	US	USIL		42.2009	-88.2145	408641	20191205001500	https://www.dailyherald.com/submitted/20191204/fox-river-grove-becomes-a-debt-free-community
890892177	20181205	201812	2018	2018.9178	CZE	CZECH REPUBLIC	CZE								ITA	MILAN	ITA								0	042	042	04	1	1.9	2	1	2	-2.14030915576694	4	Prague, Praha, Hlavníesto, Czech Republic	EZ	EZ52	14865	50.0833	14.4667	-553173	4	Prague, Praha, Hlavníesto, Czech Republic	EZ	EZ52	14865	50.0833	14.4667	-553173	4	Prague, Praha, Hlavníesto, Czech Republic	EZ	EZ52	14865	50.0833	14.4667	-553173	20191205001500	https://www.mprnews.org/story/2019/12/03/npr-books-milan-kunderas-czech-citizenship-is-restored-after-40-years
890892178	20181205	201812	2018	2018.9178	GOV	PRIME MINISTER						GOV			MYS	MALAYSIA	MYS								0	040	040	04	1	1.0	5	1	5	-0.909090909090911	1	Malaysia	MY	MY		2.5	112.5	MY	1	Malaysia	MY	MY		2.5	112.5	MY	1	Malaysia	MY	MY		2.5	112.5	MY	20191205001500	https://www.malaysiakini.com/news/502435
890892179	20181205	201812	2018	2018.9178	ISR	ISRAEL	ISR								IRN	IRANIAN	IRN								0	1712	171	17	4	-9.2	2	1	2	-5.20520520520521	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20191205001500	https://www.nytimes.com/2019/12/04/us/politics/iran-missiles-iraq.html
890892180	20181205	201812	2018	2018.9178	ISR	ISRAEL	ISR								IRN	IRANIAN	IRN								0	1712	171	17	4	-9.2	8	1	8	-5.20520520520521	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20191205001500	https://www.nytimes.com/2019/12/04/us/politics/iran-missiles-iraq.html
890892181	20181205	201812	2018	2018.9178	ISR	ISRAEL	ISR								IRN	IRANIAN	IRN								0	194	194	19	4	-10.0	2	1	2	-5.20520520520521	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20191205001500	https://www.nytimes.com/2019/12/04/us/politics/iran-missiles-iraq.html
890892182	20181205	201812	2018	2018.9178	ISR	ISRAEL	ISR								IRN	IRANIAN	IRN								0	194	194	19	4	-10.0	8	1	8	-5.20520520520521	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20191205001500	https://www.nytimes.com/2019/12/04/us/politics/iran-missiles-iraq.html
890892183	20181205	201812	2018	2018.9178	ITA	MILAN	ITA								CZE	CZECH REPUBLIC	CZE								0	043	043	04	1	2.8	2	1	2	-2.14030915576694	4	Prague, Praha, Hlavníesto, Czech Republic	EZ	EZ52	14865	50.0833	14.4667	-553173	4	Prague, Praha, Hlavníesto, Czech Republic	EZ	EZ52	14865	50.0833	14.4667	-553173	4	Prague, Praha, Hlavníesto, Czech Republic	EZ	EZ52	14865	50.0833	14.4667	-553173	20191205001500	https://www.mprnews.org/story/2019/12/03/npr-books-milan-kunderas-czech-citizenship-is-restored-after-40-years
890892184	20181205	201812	2018	2018.9178	LAB	EMPLOYEE						LAB			BUS	COMPANY						BUS			1	060	060	06	2	6.0	10	1	10	3.3003300330033	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20191205001500	https://www.flightglobal.com/news/articles/boeing-chief-engineer-hamilton-to-retire-this-month-462691/
890892185	20181205	201812	2018	2018.9178	MYS	MALAYSIA	MYS								GOV	PRIME MINISTER						GOV			0	040	040	04	1	1.0	5	1	5	-0.909090909090911	1	Malaysia	MY	MY		2.5	112.5	MY	1	Malaysia	MY	MY		2.5	112.5	MY	1	Malaysia	MY	MY		2.5	112.5	MY	20191205001500	https://www.malaysiakini.com/news/502435
890892186	20181205	201812	2018	2018.9178	USA	UNITED STATES	USA																		0	012	012	01	1	-0.4	1	1	1	-3.86266094420601	1	China	CH	CH		35	105	CH	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20191205001500	https://isp.netscape.com/news/world/story/0002/20191204/KBN1Y82PV_2
890892187	20181205	201812	2018	2018.9178	USA	OREGON	USA																		0	110	110	11	3	-2.0	3	1	3	1.44	3	Oregon City, Oregon, United States	US	USOR	OR005	45.3573	-122.607	1136601	0								3	Oregon City, Oregon, United States	US	USOR		45.3573	-122.607	1136601	20191205001500	https://pamplinmedia.com/cr/24-news/445165-360242-oregon-city-again-reverses-course-on-annexations
890892188	20181205	201812	2018	2018.9178	USA	UNITED STATES	USA																		0	110	110	11	3	-2.0	4	1	4	1.44	3	Park Place, Oregon, United States	US	USOR	OR005	45.376	-122.583	1166693	0								3	Park Place, Oregon, United States	US	USOR		45.376	-122.583	1166693	20191205001500	https://pamplinmedia.com/cr/24-news/445165-360242-oregon-city-again-reverses-course-on-annexations
