891028797	20181205	201812	2018	2018.9178	CAN	CANADA	CAN								LEG	CONGRESS						LEG			1	050	050	05	1	3.5	48	8	48	-2.75395674263404	1	Canada	CA	CA		60	-96	CA	1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	20191205140000	https://www.nhregister.com/news/us/article/US-trade-gap-narrows-7-6-to-47-2-billion-in-14883819.php
891028798	20181205	201812	2018	2018.9178	CAN	CANADA	CAN								LEG	CONGRESS						LEG			1	050	050	05	1	3.5	24	8	24	-2.84275492716048	1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	20191205140000	https://www.newsoptimist.ca/us-trade-gap-narrows-7-6-to-47-2-billion-in-october-1.24028081
891028799	20181205	201812	2018	2018.9178	CAN	CANADA	CAN								LEG	CONGRESS						LEG			1	050	050	05	1	3.5	8	4	8	-2.48756218905472	1	Mexico	MX	MX		23	-102	MX	2	Washington, United States	US	USWA		47.3917	-121.571	WA	1	Mexico	MX	MX		23	-102	MX	20191205140000	https://www.nhregister.com/news/us/article/US-trade-gap-narrows-7-6-to-47-2-billion-in-14883819.php
891028800	20181205	201812	2018	2018.9178	EDU	SCHOOL						EDU			DEU	GERMAN	DEU								0	0831	083	08	2	5.0	3	1	3	-2.40399625351234	3	Harris School, Illinois, United States	US	USIL	IL031	41.9314	-87.6395	409848	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20191205140000	https://www.politico.com/newsletters/illinois-playbook/2019/12/05/new-rules-for-lawmakers-who-lobby-feds-asked-about-madigan-kamalas-il-team-pivots-487817
891028801	20181205	201812	2018	2018.9178	EDU	SCHOOL						EDU			DEU	GERMAN	DEU								0	0831	083	08	2	5.0	2	1	2	-2.40399625351234	3	University Of Chicago, Illinois, United States	US	USIL	IL031	41.7898	-87.5998	420158	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20191205140000	https://www.politico.com/newsletters/illinois-playbook/2019/12/05/new-rules-for-lawmakers-who-lobby-feds-asked-about-madigan-kamalas-il-team-pivots-487817
891028802	20181205	201812	2018	2018.9178	EDU	SCHOOL						EDU			GOV	CHANCELLOR						GOV			0	0831	083	08	2	5.0	1	1	1	-2.40399625351234	3	Harris School, Illinois, United States	US	USIL	IL031	41.9314	-87.6395	409848	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20191205140000	https://www.politico.com/newsletters/illinois-playbook/2019/12/05/new-rules-for-lawmakers-who-lobby-feds-asked-about-madigan-kamalas-il-team-pivots-487817
891028803	20181205	201812	2018	2018.9178	GOV	MINISTRY						GOV													0	040	040	04	1	1.0	10	1	10	3.97877984084881	1	South Africa	SF	SF		-30	26	SF	0								1	South Africa	SF	SF		-30	26	SF	20191205140000	https://ktpress.rw/2019/12/rwanda-to-integrate-coding-into-school-curriculum/
891028804	20181205	201812	2018	2018.9178	IRL	IRELAND	IRL								EDU	STUDENT						EDU			1	051	051	05	1	3.4	3	1	3	0.88691796008869	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20191205140000	http://www.universitytimes.ie/2019/12/trinitys-cancer-society-is-shedding-all-its-layers-for-a-cause/
891028805	20181205	201812	2018	2018.9178	LEG	CONGRESS						LEG			CAN	CANADA	CAN								1	050	050	05	1	3.5	48	8	48	-2.75395674263404	1	Mexico	MX	MX		23	-102	MX	1	Canada	CA	CA		60	-96	CA	1	Mexico	MX	MX		23	-102	MX	20191205140000	https://www.nhregister.com/news/us/article/US-trade-gap-narrows-7-6-to-47-2-billion-in-14883819.php
891028806	20181205	201812	2018	2018.9178	LEG	CONGRESS						LEG			CAN	CANADA	CAN								1	050	050	05	1	3.5	24	8	24	-2.84275492716048	1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	20191205140000	https://www.newsoptimist.ca/us-trade-gap-narrows-7-6-to-47-2-billion-in-october-1.24028081
891028807	20181205	201812	2018	2018.9178	LEG	CONGRESS						LEG			CAN	CANADA	CAN								1	050	050	05	1	3.5	8	4	8	-2.48756218905472	2	Washington, United States	US	USWA		47.3917	-121.571	WA	1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	20191205140000	https://www.nhregister.com/news/us/article/US-trade-gap-narrows-7-6-to-47-2-billion-in-14883819.php
891028808	20181205	201812	2018	2018.9178	LEG	CONGRESS						LEG			CAN	CANADA	CAN								1	057	057	05	1	8.0	48	8	48	-2.75395674263404	1	Mexico	MX	MX		23	-102	MX	1	Canada	CA	CA		60	-96	CA	1	Mexico	MX	MX		23	-102	MX	20191205140000	https://www.nhregister.com/news/us/article/US-trade-gap-narrows-7-6-to-47-2-billion-in-14883819.php
891028809	20181205	201812	2018	2018.9178	LEG	CONGRESS						LEG			CAN	CANADA	CAN								1	057	057	05	1	8.0	24	8	24	-2.84275492716048	1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	20191205140000	https://www.newsoptimist.ca/us-trade-gap-narrows-7-6-to-47-2-billion-in-october-1.24028081
891028810	20181205	201812	2018	2018.9178	LEG	CONGRESS						LEG			CAN	CANADA	CAN								1	057	057	05	1	8.0	8	4	8	-2.48756218905472	2	Washington, United States	US	USWA		47.3917	-121.571	WA	1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	20191205140000	https://www.nhregister.com/news/us/article/US-trade-gap-narrows-7-6-to-47-2-billion-in-14883819.php
891028811	20181205	201812	2018	2018.9178	LEG	CONGRESS						LEG			MEX	MEXICO	MEX								1	050	050	05	1	3.5	72	8	72	-2.78355613747619	1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	20191205140000	https://www.nhregister.com/news/us/article/US-trade-gap-narrows-7-6-to-47-2-billion-in-14883819.php
891028812	20181205	201812	2018	2018.9178	LEG	CONGRESS						LEG			MEX	MEXICO	MEX								1	050	050	05	1	3.5	8	4	8	-2.48756218905472	2	Washington, United States	US	USWA		47.3917	-121.571	WA	1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	20191205140000	https://www.nhregister.com/news/us/article/US-trade-gap-narrows-7-6-to-47-2-billion-in-14883819.php
891028813	20181205	201812	2018	2018.9178	LEG	CONGRESS						LEG			MEX	MEXICO	MEX								1	057	057	05	1	8.0	22	3	22	-3.16374673741445	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20191205140000	https://www.newsoptimist.ca/us-trade-gap-narrows-7-6-to-47-2-billion-in-october-1.24028081
891028814	20181205	201812	2018	2018.9178	LEG	CONGRESS						LEG			MEX	MEXICO	MEX								1	057	057	05	1	8.0	8	3	8	-3.15469970642385	1	Canada	CA	CA		60	-96	CA	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20191205140000	https://www.newsoptimist.ca/us-trade-gap-narrows-7-6-to-47-2-billion-in-october-1.24028081
891028815	20181205	201812	2018	2018.9178	LEG	CONGRESS						LEG			MEX	MEXICO	MEX								1	057	057	05	1	8.0	8	4	8	-2.48756218905472	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20191205140000	https://www.nhregister.com/news/us/article/US-trade-gap-narrows-7-6-to-47-2-billion-in-14883819.php
