891077363	20181205	201812	2018	2018.9178	CHN	CHINA	CHN								CVL	POPULATION						CVL			1	090	090	09	2	-2.0	10	1	10	-1.60226201696512	4	Chongqing, Chongqing, China	CH	CH33	13004	29.5628	106.553	-1900774	4	Chongqing, Chongqing, China	CH	CH33	13004	29.5628	106.553	-1900774	4	Chongqing, Chongqing, China	CH	CH33	13004	29.5628	106.553	-1900774	20191205180000	https://www.dailymail.co.uk/news/article-7760657/China-No-1-Big-Brother-state-invasive-use-biometric-data.html
891077364	20181205	201812	2018	2018.9178	COL	COLOMBIA	COL																		0	115	115	11	3	-2.0	4	1	4	-0.24330900243309	1	Colombia	CO	CO		4	-72	CO	0								1	Colombia	CO	CO		4	-72	CO	20191205180000	https://www.insider.com/pablo-escobars-brother-roberto-escobar-selling-foldable-smartphone-2019-12
891077365	20181205	201812	2018	2018.9178	CVL	RESIDENTS						CVL													0	090	090	09	2	-2.0	6	1	6	-1.60226201696512	4	Chongqing, Chongqing, China	CH	CH33	13004	29.5628	106.553	-1900774	0								4	Chongqing, Chongqing, China	CH	CH33	13004	29.5628	106.553	-1900774	20191205180000	https://www.dailymail.co.uk/news/article-7760657/China-No-1-Big-Brother-state-invasive-use-biometric-data.html
891077366	20181205	201812	2018	2018.9178	CVL	RESIDENTS						CVL			CHN	CHINA	CHN								0	035	035	03	1	7.0	4	1	4	-1.60226201696512	4	Chongqing, Chongqing, China	CH	CH33	13004	29.5628	106.553	-1900774	4	Chongqing, Chongqing, China	CH	CH33	13004	29.5628	106.553	-1900774	4	Chongqing, Chongqing, China	CH	CH33	13004	29.5628	106.553	-1900774	20191205180000	https://www.dailymail.co.uk/news/article-7760657/China-No-1-Big-Brother-state-invasive-use-biometric-data.html
891077367	20181205	201812	2018	2018.9178	CVL	RESIDENTS						CVL			CHN	CHINA	CHN								0	090	090	09	2	-2.0	4	1	4	-1.60226201696512	4	Chongqing, Chongqing, China	CH	CH33	13004	29.5628	106.553	-1900774	4	Chongqing, Chongqing, China	CH	CH33	13004	29.5628	106.553	-1900774	4	Chongqing, Chongqing, China	CH	CH33	13004	29.5628	106.553	-1900774	20191205180000	https://www.dailymail.co.uk/news/article-7760657/China-No-1-Big-Brother-state-invasive-use-biometric-data.html
891077368	20181205	201812	2018	2018.9178	EUR	EUROPE	EUR								MLT	MALTA	MLT								1	042	042	04	1	1.9	5	1	5	-9.93520518358536	4	Valletta, Malta (general), Malta	MT	MT00	19479	35.8997	14.5147	-19310	4	Valletta, Malta (general), Malta	MT	MT00	19479	35.8997	14.5147	-19310	4	Valletta, Malta (general), Malta	MT	MT00	19479	35.8997	14.5147	-19310	20191205180000	https://www.cbsnews.com/news/60-minutes-update-corruption-allegations-plaguing-malta-2019-12-05/
891077369	20181205	201812	2018	2018.9178	GBR	UNITED KINGDOM	GBR								GOV	GOVERNMENT						GOV			0	090	090	09	2	-2.0	8	1	8	-2.37806076603392	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20191205180000	https://www.libdemvoice.org/tag/press-regulation
891077370	20181205	201812	2018	2018.9178	GOV	GOVERNMENT						GOV			IGOUNO	THE UN		UNO				IGO			0	036	036	03	1	4.0	10	1	10	0	1	Rwanda	RW	RW		-2	30	RW	1	Rwanda	RW	RW		-2	30	RW	1	Rwanda	RW	RW		-2	30	RW	20191205180000	https://www.helpage.org/blogs/bridget-sleap-24/keeping-our-dignity-on-human-rights-day-and-every-day-1114/
891077371	20181205	201812	2018	2018.9178	LEG	CONGRESS						LEG			MEX	MEXICO	MEX								1	057	057	05	1	8.0	2	1	2	-3.15457413249211	1	Canada	CA	CA		60	-96	CA	1	United States	US	US		39.828175	-98.5795	US	1	Canada	CA	CA		60	-96	CA	20191205180000	https://neworleanscitybusiness.com/blog/2019/12/05/us-trade-gap-narrows-7-6-to-47-2b-in-october/
891077372	20181205	201812	2018	2018.9178	MED	NEWSPAPER						MED													1	090	090	09	2	-2.0	6	1	6	-2.67100977198698	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20191205180000	https://www.breitbart.com/politics/2019/12/05/fusion-gps-confirms-steele-passed-anti-trump-material-to-fbi-from-creepy-clintonista-cody-shearer/
