891021325	20181205	201812	2018	2018.9178											LAB	STAFF MEMBER						LAB			1	046	046	04	1	7.0	10	1	10	6.68789808917198	0								5	Heron Bay, Warwick, Bermuda	BD	BD11	5938	32.2658	-64.8072	-1394320	5	Heron Bay, Warwick, Bermuda	BD	BD11	5938	32.2658	-64.8072	-1394320	20191205131500	http://www.royalgazette.com/news/article/20191205/ameerahs-enthusiasm-helps-hotel-get-festive
891021326	20181205	201812	2018	2018.9178	AUS	AUSTRALIA	AUS								AUSEDU	QUEENSLAND	AUS					EDU			1	036	036	03	1	4.0	4	1	4	0	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20191205131500	https://www.theaustralian.com.au/higher-education/deborah-terry-to-replace-peter-hoj-as-university-of-queensland-vicechancellor/news-story/25a664f07deab5e938fa1310048645d9?nk=5b5dbfd36db72e5d3e63abc8d6868f8f-1575551013
891021327	20181205	201812	2018	2018.9178	AUSEDU	QUEENSLAND	AUS					EDU			AUS	AUSTRALIA	AUS								1	036	036	03	1	4.0	4	1	4	0	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20191205131500	https://www.theaustralian.com.au/higher-education/deborah-terry-to-replace-peter-hoj-as-university-of-queensland-vicechancellor/news-story/25a664f07deab5e938fa1310048645d9?nk=5b5dbfd36db72e5d3e63abc8d6868f8f-1575551013
891021328	20181205	201812	2018	2018.9178	AUSEDU	QUEENSLAND	AUS					EDU			GOV	CHANCELLOR						GOV			1	036	036	03	1	4.0	6	1	6	0	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20191205131500	https://www.theaustralian.com.au/higher-education/deborah-terry-to-replace-peter-hoj-as-university-of-queensland-vicechancellor/news-story/25a664f07deab5e938fa1310048645d9?nk=5b5dbfd36db72e5d3e63abc8d6868f8f-1575551013
891021329	20181205	201812	2018	2018.9178	CHN	CHINESE	CHN								BUS	COMPANY						BUS			1	014	014	01	1	0.0	8	1	8	1.8348623853211	4	Shenzhen, Guangdong, China	CH	CH30	13036	22.2	111.117	-1925267	4	Shenzhen, Guangdong, China	CH	CH30	13036	22.2	111.117	-1925267	4	Shenzhen, Guangdong, China	CH	CH30	13036	22.2	111.117	-1925267	20191205131500	https://www.fool.co.uk/investing/2019/12/05/3k-to-invest-id-buy-and-hold-this-ftse-100-dividend-stock-forever/
891021330	20181205	201812	2018	2018.9178	CVL	COMMUNITY						CVL			IRL	IRELAND	IRL								0	046	046	04	1	7.0	2	1	2	3.69458128078817	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20191205131500	https://www.prweb.com/releases/new_approach_to_corporate_partnerships_launched_by_dublin_simon_community_top_tier_recruitment/prweb16756299.htm
891021331	20181205	201812	2018	2018.9178	GMBGOV	GAMBIA	GMB					GOV			MOS	ISLAMIC				MOS					1	0874	087	08	2	10.0	24	4	24	-3.15927576158781	4	Banjul, Banjul, Gambia	GA	GA01	16405	13.4531	-16.5775	-1199434	4	Banjul, Banjul, Gambia	GA	GA01	16405	13.4531	-16.5775	-1199434	4	Banjul, Banjul, Gambia	GA	GA01	16405	13.4531	-16.5775	-1199434	20191205131500	https://sg.news.yahoo.com/memories-rwanda-gambian-minister-taking-124146788.html
891021332	20181205	201812	2018	2018.9178	GMBGOV	GAMBIA	GMB					GOV			MOS	ISLAMIC				MOS					1	0874	087	08	2	10.0	8	4	8	-3.15927576158782	1	Bangladesh	BG	BG		24	90	BG	4	Banjul, Banjul, Gambia	GA	GA01	16405	13.4531	-16.5775	-1199434	4	Banjul, Banjul, Gambia	GA	GA01	16405	13.4531	-16.5775	-1199434	20191205131500	https://sg.news.yahoo.com/memories-rwanda-gambian-minister-taking-124146788.html
891021333	20181205	201812	2018	2018.9178	GMBGOV	GAMBIA	GMB					GOV			MOS	ISLAMIC				MOS					1	0874	087	08	2	10.0	8	4	8	-3.15927576158782	1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	20191205131500	https://sg.news.yahoo.com/memories-rwanda-gambian-minister-taking-124146788.html
891021334	20181205	201812	2018	2018.9178	GOV	CHANCELLOR						GOV			AUSEDU	QUEENSLAND	AUS					EDU			1	036	036	03	1	4.0	6	1	6	0	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20191205131500	https://www.theaustralian.com.au/higher-education/deborah-terry-to-replace-peter-hoj-as-university-of-queensland-vicechancellor/news-story/25a664f07deab5e938fa1310048645d9?nk=5b5dbfd36db72e5d3e63abc8d6868f8f-1575551013
