891024011	20091207	200912	2009	2009.9233	USA	AMERICAN	USA								GOV	GOVERNMENT						GOV			1	193	193	19	4	-10.0	8	1	8	-2.31958762886598	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20191205133000	http://www.chicagotribune.com/lifestyles/health/sc-hlth-flu-shot-rates-1211-20191205-rkiaogvsh5bujm2ypoim54isua-story.html
891024012	20181205	201812	2018	2018.9178											CVL	SETTLEMENT						CVL			1	173	173	17	4	-5.0	5	1	5	-1.53256704980842	0								1	Oman	MU	MU		21	57	MU	1	Oman	MU	MU		21	57	MU	20191205133000	https://www.dailymail.co.uk/femail/article-7759421/Wife-exposed-husband-bigamist-17-year-marriage-finds-love-again.html
891024013	20181205	201812	2018	2018.9178	EGY	EGYPT	EGY								TUN	TUNISIA	TUN								1	036	036	03	1	4.0	2	1	2	4.27350427350428	4	Sharm El Sheikh, Janub Sina', Egypt	EG	EG26	66041	27.8518	34.305	-302053	4	Sharm El Sheikh, Janub Sina', Egypt	EG	EG26	66041	27.8518	34.305	-302053	4	Hurghada, Al Ba?r al A?mar, Egypt	EG	EG02	65985	27.2529	33.8181	-290029	20191205133000	https://www.chroniclelive.co.uk/lifestyle/travel/tui-launch-flights-sharm-el-17367067
891024014	20181205	201812	2018	2018.9178	EGY	EGYPT	EGY								TUN	TUNISIA	TUN								1	036	036	03	1	4.0	1	1	1	4.27350427350428	4	Sharm El Sheikh, Janub Sina', Egypt	EG	EG26	66041	27.8518	34.305	-302053	4	Sharm El Sheikh, Janub Sina', Egypt	EG	EG26	66041	27.8518	34.305	-302053	4	Sharm El Sheikh, Janub Sina', Egypt	EG	EG26	66041	27.8518	34.305	-302053	20191205133000	https://www.chroniclelive.co.uk/lifestyle/travel/tui-launch-flights-sharm-el-17367067
891024015	20181205	201812	2018	2018.9178	EGY	EGYPT	EGY								TUN	TUNISIA	TUN								1	036	036	03	1	4.0	7	1	7	4.27350427350428	4	Sharm El Sheikh, Janub Sina', Egypt	EG	EG26	66041	27.8518	34.305	-302053	1	Tunisia	TS	TS		34	9	TS	4	Hurghada, Al Ba?r al A?mar, Egypt	EG	EG02	65985	27.2529	33.8181	-290029	20191205133000	https://www.chroniclelive.co.uk/lifestyle/travel/tui-launch-flights-sharm-el-17367067
891024016	20181205	201812	2018	2018.9178	GMBGOV	GAMBIA	GMB					GOV			MOS	ISLAMIC				MOS					1	0874	087	08	2	10.0	8	1	8	-2.81690140845071	4	Banjul, Banjul, Gambia	GA	GA01	16405	13.4531	-16.5775	-1199434	1	Bangladesh	BG	BG		24	90	BG	4	Banjul, Banjul, Gambia	GA	GA01	16405	13.4531	-16.5775	-1199434	20191205133000	https://www.reuters.com/article/us-myanmar-rohingya-world-court-gambia-idUSKBN1Y91HA
891024017	20181205	201812	2018	2018.9178	GOV	FIRE SERVICE						GOV													1	090	090	09	2	-2.0	5	1	5	-4.9438202247191	4	Carnoustie, Angus, United Kingdom	UK	UKT7	40177	56.5	-2.71667	-2591896	0								4	Carnoustie, Angus, United Kingdom	UK	UKT7	40177	56.5	-2.71667	-2591896	20191205133000	https://www.thecourier.co.uk/fp/news/local/angus-mearns/1032203/firefighters-promise-zero-tolerance-after-big-increase-in-deliberately-set-fires-in-angus/
891024018	20181205	201812	2018	2018.9178	GOV	PRESIDENT						GOV			MIL	MILITARY						MIL			0	0841	084	08	2	7.0	3	1	3	-3.62131401965856	4	Mexico City, Distrito Federal, Mexico	MX	MX09	20887	19.4342	-99.1386	-1658079	4	Mexico City, Distrito Federal, Mexico	MX	MX09	20887	19.4342	-99.1386	-1658079	4	Mexico City, Distrito Federal, Mexico	MX	MX09	20887	19.4342	-99.1386	-1658079	20191205133000	https://patriotpost.us/opinion/67172-facts-get-short-schiff-in-house-2019-12-05
891024019	20181205	201812	2018	2018.9178	IRN	TEHRAN	IRN								USA	UNITED STATES	USA								0	0874	087	08	2	10.0	8	1	8	-1.88087774294671	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20191205133000	https://www.defenceweb.co.za/sea/sea-sea/japanese-sailors-to-guard-ships-in-the-middle-east/
891024020	20181205	201812	2018	2018.9178	REL	SAINT																			1	073	073	07	2	7.4	10	1	10	4.52488687782806	0								0								0								20191205133000	http://my40.tv/news/local/happening-today-the-8th-annual-ingles-magical-christmas-toy-drive
891024021	20181205	201812	2018	2018.9178	USA	UNITED STATES	USA								BUS	BUSINESS						BUS			0	013	013	01	1	0.4	2	1	2	0.38853812530355	3	Cornell University, New York, United States	US	USNY	NY109	42.447	-76.483	947467	3	Cornell University, New York, United States	US	USNY		42.447	-76.483	947467	3	Cornell University, New York, United States	US	USNY		42.447	-76.483	947467	20191205133000	https://www.winebusiness.com/news/?go=getArticle&dataId=223162
891024022	20191105	201911	2019	2019.8356	BHR	MANAMA	BHR								SDN	SUDAN	SDN								0	051	051	05	1	3.4	2	1	2	-1.48760330578512	4	Al Bashir, Saudi Arabia (general), Saudi Arabia	SA	SA00	25312	20.0352	41.4626	-3091484	4	Manama, Al Manamah, Bahrain	BA	BA02	25307	26.2361	50.5831	-784833	4	Manama, Al Manamah, Bahrain	BA	BA02	25307	26.2361	50.5831	-784833	20191205133000	https://www.thenational.ae/opinion/editorial/sudan-is-headed-to-a-brighter-future-1.947355
