891135637	20181205	201812	2018	2018.9178											USA	THE US	USA								1	020	020	02	1	3.0	10	1	10	-2	0								1	China	CH	CH		35	105	CH	4	Surat, Gujarat, India	IN	IN09	70127	20.9667	72.9	-2098110	20191205234500	https://timesofindia.indiatimes.com/city/surat/24-decline-in-us-import-of-surat-diamonds-in-sept/articleshow/72391205.cms
891135638	20181205	201812	2018	2018.9178	COP	POLICE OFFICER						COP			USA	UNITED STATES	USA								0	190	190	19	4	-10.0	4	1	4	-1.54723127035831	3	South Bend, Indiana, United States	US	USIN	IN141	41.6834	-86.25	452796	3	South Bend, Indiana, United States	US	USIN		41.6834	-86.25	452796	3	South Bend, Indiana, United States	US	USIN		41.6834	-86.25	452796	20191205234500	https://thehill.com/homenews/campaign/473277-buttigieg-draws-fresh-scrutiny-fire-in-sprint-to-iowa
891135639	20181205	201812	2018	2018.9178	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								1	173	173	17	4	-5.0	6	1	6	-7.88461538461539	2	Maine, United States	US	USME		44.6074	-69.3977	ME	2	Maine, United States	US	USME		44.6074	-69.3977	ME	2	Maine, United States	US	USME		44.6074	-69.3977	ME	20191205234500	https://www.pressherald.com/2019/12/05/jury-seated-in-trial-of-maine-mother-charged-with-murder-in-the-death-of-her-10-year-old-daughter/
891135640	20181205	201812	2018	2018.9178	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								1	190	190	19	4	-10.0	6	1	6	-7.88461538461539	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	3	Stockton Springs, Maine, United States	US	USME		44.4895	-68.857	576372	3	Stockton Springs, Maine, United States	US	USME		44.4895	-68.857	576372	20191205234500	https://www.pressherald.com/2019/12/05/jury-seated-in-trial-of-maine-mother-charged-with-murder-in-the-death-of-her-10-year-old-daughter/
891135641	20181205	201812	2018	2018.9178	USA	UNITED STATES	USA																		1	190	190	19	4	-10.0	2	1	2	-7.88461538461539	3	Stockton Springs, Maine, United States	US	USME	ME027	44.4895	-68.857	576372	0								3	Stockton Springs, Maine, United States	US	USME		44.4895	-68.857	576372	20191205234500	https://www.pressherald.com/2019/12/05/jury-seated-in-trial-of-maine-mother-charged-with-murder-in-the-death-of-her-10-year-old-daughter/
891135642	20191105	201911	2019	2019.8356											USA	SEATTLE	USA								1	046	046	04	1	7.0	10	1	10	0.537634408602149	0								3	Seattle, Washington, United States	US	USWA	WA033	47.6062	-122.332	1512650	3	Seattle, Washington, United States	US	USWA	WA033	47.6062	-122.332	1512650	20191205234500	https://www.travelandleisure.com/trip-ideas/bus-train/americas-first-high-speed-train-connect-to-canada-cascadia-rail-summit
891135643	20191105	201911	2019	2019.8356	CAN	CANADA	CAN								USA	UNITED STATES	USA								0	040	040	04	1	1.0	4	1	4	-0.35021551724138	1	Canada	CA	CA		60	-96	CA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	1	Canada	CA	CA		60	-96	CA	20191205234500	https://www.washingtonpost.com/politics/paloma/the-trailer/2019/12/05/the-trailer-pete-buttigieg-s-uncomfortable-by-design-southern-tour/5de7ccab602ff1181f2642ba/
891135644	20191105	201911	2019	2019.8356	CVLJUD	ENGINEER						CVL	JUD												1	173	173	17	4	-5.0	10	1	10	-5.88235294117647	0								0								0								20191205234500	https://www.dailymail.co.uk/news/article-7761761/Woman-28-searched-husband-upset-pregnant-going-missing.html
891135645	20191105	201911	2019	2019.8356	CVLJUD	ENGINEER						CVL	JUD												1	190	190	19	4	-10.0	10	1	10	-5.88235294117647	0								0								0								20191205234500	https://www.dailymail.co.uk/news/article-7761761/Woman-28-searched-husband-upset-pregnant-going-missing.html
891135646	20191105	201911	2019	2019.8356	LAB	EMPLOYEE						LAB			USA	WASHINGTON	USA								0	010	010	01	1	0.0	2	1	2	-3.40557275541796	4	Xinjiang, Jiangxi, China	CH	CH03	13167	27.7481	116.274	11065838	4	Xinjiang, Jiangxi, China	CH	CH03	13167	27.7481	116.274	11065838	4	Xinjiang, Jiangxi, China	CH	CH03	13167	27.7481	116.274	11065838	20191205234500	https://www.sfgate.com/news/article/TikTok-leader-schedules-Washington-trip-to-meet-14885609.php
891135647	20191105	201911	2019	2019.8356	LBY	LIBYAN	LBY								TUR	ANKARA	TUR								1	057	057	05	1	8.0	2	1	2	-0.93023255813953	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20191205234500	https://www.arabnews.com/node/1594816/middle-east
891135648	20191105	201911	2019	2019.8356	LBY	LIBYAN	LBY								TUR	ANKARA	TUR								1	057	057	05	1	8.0	2	1	2	-0.93023255813953	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20191205234500	https://www.arabnews.com/node/1594816/middle-east
891135649	20191105	201911	2019	2019.8356	LBYGOV	LIBYAN	LBY					GOV			TUR	ANKARA	TUR								1	057	057	05	1	8.0	6	1	6	-0.93023255813953	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20191205234500	https://www.arabnews.com/node/1594816/middle-east
891135650	20191105	201911	2019	2019.8356	LEG	SENATE						LEG			USA	UNITED STATES	USA								0	046	046	04	1	7.0	2	1	2	2.20994475138122	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	20191205234500	https://www.hockessincommunitynews.com/news/20191205/coons-bill-to-permanently-fund-dsu-other-hbcus-passes-senate
891135651	20191105	201911	2019	2019.8356	TUR	ANKARA	TUR								LBY	LIBYAN	LBY								1	030	030	03	1	4.0	2	1	2	-0.93023255813953	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	20191205234500	https://www.arabnews.com/node/1594816/middle-east
891135652	20191105	201911	2019	2019.8356	TUR	ANKARA	TUR								LBY	LIBYAN	LBY								1	030	030	03	1	4.0	2	1	2	-0.93023255813953	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20191205234500	https://www.arabnews.com/node/1594816/middle-east
891135653	20191105	201911	2019	2019.8356	TUR	ANKARA	TUR								LBY	LIBYAN	LBY								1	057	057	05	1	8.0	4	1	4	-0.93023255813953	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	20191205234500	https://www.arabnews.com/node/1594816/middle-east
891135654	20191105	201911	2019	2019.8356	TUR	ANKARA	TUR								LBYGOV	LIBYAN	LBY					GOV			1	030	030	03	1	4.0	6	1	6	-0.93023255813953	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20191205234500	https://www.arabnews.com/node/1594816/middle-east
891135655	20191105	201911	2019	2019.8356	TUR	ANKARA	TUR								LBYGOV	LIBYAN	LBY					GOV			1	057	057	05	1	8.0	6	1	6	-0.93023255813953	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	20191205234500	https://www.arabnews.com/node/1594816/middle-east
891135656	20191105	201911	2019	2019.8356	USA	UNITED STATES	USA								CAN	CANADA	CAN								0	010	010	01	1	0.0	4	1	4	-0.35021551724138	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20191205234500	https://www.washingtonpost.com/politics/paloma/the-trailer/2019/12/05/the-trailer-pete-buttigieg-s-uncomfortable-by-design-southern-tour/5de7ccab602ff1181f2642ba/
