890923534	20181205	201812	2018	2018.9178	AUS	AUSTRALIA	AUS								BUS	INDUSTRY						BUS			1	046	046	04	1	7.0	10	1	10	3.01204819277109	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20191205024500	https://www.itwire.com/people-moves/thoughtworks-appoints-banking-veteran-wolff-as-financial-services-head.html
890923535	20181205	201812	2018	2018.9178	BUS	BUSINESS						BUS													1	051	051	05	1	3.4	3	1	3	2.27272727272727	1	Italy	IT	IT		42.833333	12.833333	IT	0								3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	20191205024500	https://www.760kfmb.com/article/news/local/throwback/iconic-restaurants-still-serving-san-diego-after-decades-in-business/510-4a3009ea-9e80-4c6b-8443-d62035d3cfba
890923536	20181205	201812	2018	2018.9178	BUS	INDUSTRY						BUS			AUS	AUSTRALIA	AUS								1	046	046	04	1	7.0	10	1	10	3.01204819277109	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20191205024500	https://www.itwire.com/people-moves/thoughtworks-appoints-banking-veteran-wolff-as-financial-services-head.html
890923537	20181205	201812	2018	2018.9178	BUS	INDUSTRY						BUS			NLD	THE NETHERLAND	NLD								1	046	046	04	1	7.0	2	1	2	3.01204819277109	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20191205024500	https://www.itwire.com/people-moves/thoughtworks-appoints-banking-veteran-wolff-as-financial-services-head.html
890923538	20181205	201812	2018	2018.9178	BUS	INDUSTRY						BUS			NLD	THE NETHERLAND	NLD								1	046	046	04	1	7.0	8	1	8	3.01204819277109	1	Australia	AS	AS		-25	135	AS	1	Netherlands	NL	NL		52.5	5.75	NL	1	Australia	AS	AS		-25	135	AS	20191205024500	https://www.itwire.com/people-moves/thoughtworks-appoints-banking-veteran-wolff-as-financial-services-head.html
890923539	20181205	201812	2018	2018.9178	BUS	INDUSTRY						BUS			USA	UNITED STATES	USA								1	046	046	04	1	7.0	2	1	2	3.01204819277109	1	Australia	AS	AS		-25	135	AS	1	Netherlands	NL	NL		52.5	5.75	NL	1	Australia	AS	AS		-25	135	AS	20191205024500	https://www.itwire.com/people-moves/thoughtworks-appoints-banking-veteran-wolff-as-financial-services-head.html
890923540	20181205	201812	2018	2018.9178	BUS	INDUSTRY						BUS			USA	UNITED STATES	USA								1	046	046	04	1	7.0	8	1	8	3.01204819277109	1	Australia	AS	AS		-25	135	AS	1	United States	US	US		39.828175	-98.5795	US	1	Australia	AS	AS		-25	135	AS	20191205024500	https://www.itwire.com/people-moves/thoughtworks-appoints-banking-veteran-wolff-as-financial-services-head.html
890923541	20181205	201812	2018	2018.9178	BUS	BUSINESS						BUS			USA	UNITED STATES	USA								1	051	051	05	1	3.4	1	1	1	2.27272727272727	1	Italy	IT	IT		42.833333	12.833333	IT	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	20191205024500	https://www.760kfmb.com/article/news/local/throwback/iconic-restaurants-still-serving-san-diego-after-decades-in-business/510-4a3009ea-9e80-4c6b-8443-d62035d3cfba
890923542	20181205	201812	2018	2018.9178	BUS	BUSINESS						BUS			USA	UNITED STATES	USA								1	051	051	05	1	3.4	1	1	1	2.27272727272727	1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	20191205024500	https://www.760kfmb.com/article/news/local/throwback/iconic-restaurants-still-serving-san-diego-after-decades-in-business/510-4a3009ea-9e80-4c6b-8443-d62035d3cfba
890923543	20181205	201812	2018	2018.9178	EDU	STUDENT						EDU													1	036	036	03	1	4.0	3	1	3	0	5	Waikato, Waikato, New Zealand	NZ	NZG1	22389	-38	175.5	11483309	0								5	Waikato, Waikato, New Zealand	NZ	NZG1	22389	-38	175.5	11483309	20191205024500	https://www.nzherald.co.nz/bay-of-plenty-times/news/article.cfm?c_id=1503343&objectid=12291243
890923544	20181205	201812	2018	2018.9178	EDU	STUDENT						EDU			NZL	NEW ZEALAND	NZL								1	036	036	03	1	4.0	2	1	2	0	5	Waikato, Waikato, New Zealand	NZ	NZG1	22389	-38	175.5	11483309	5	Waikato, Waikato, New Zealand	NZ	NZG1	22389	-38	175.5	11483309	5	Waikato, Waikato, New Zealand	NZ	NZG1	22389	-38	175.5	11483309	20191205024500	https://www.nzherald.co.nz/bay-of-plenty-times/news/article.cfm?c_id=1503343&objectid=12291243
890923545	20181205	201812	2018	2018.9178	GOV	PRESIDENT						GOV													0	020	020	02	1	3.0	8	1	8	-1.4505893019039	3	Lane County, Oregon, United States	US	USOR	OR039	43.9165	-122.835	1135855	0								3	Lane County, Oregon, United States	US	USOR		43.9165	-122.835	1135855	20191205024500	https://www.registerguard.com/news/20191204/usda-tightens-food-stamp-work-requirements-worrying-local-nonprofits
890923546	20181205	201812	2018	2018.9178	HLH	HOSPITAL						HLH			CVL	THE POOR						CVL			0	071	071	07	2	7.4	1	1	1	-2.44399185336049	3	Danbury Hospital, Connecticut, United States	US	USCT	CT001	41.405	-73.446	206584	3	Danbury Hospital, Connecticut, United States	US	USCT		41.405	-73.446	206584	3	Danbury Hospital, Connecticut, United States	US	USCT		41.405	-73.446	206584	20191205024500	https://www.newstimes.com/opinion/article/Editorial-Examine-Connecticut-hospitals-debt-14882418.php
890923547	20181205	201812	2018	2018.9178	HLH	HOSPITAL						HLH			USA	UNITED STATES	USA								0	071	071	07	2	7.4	6	1	6	-2.44399185336049	3	Danbury Hospital, Connecticut, United States	US	USCT	CT001	41.405	-73.446	206584	3	Danbury Hospital, Connecticut, United States	US	USCT		41.405	-73.446	206584	3	Danbury Hospital, Connecticut, United States	US	USCT		41.405	-73.446	206584	20191205024500	https://www.newstimes.com/opinion/article/Editorial-Examine-Connecticut-hospitals-debt-14882418.php
890923548	20181205	201812	2018	2018.9178	NLD	THE NETHERLAND	NLD								BUS	INDUSTRY						BUS			1	046	046	04	1	7.0	2	1	2	3.01204819277109	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20191205024500	https://www.itwire.com/people-moves/thoughtworks-appoints-banking-veteran-wolff-as-financial-services-head.html
