891059489	20091207	200912	2009	2009.9233											CRM	CRIMINAL						CRM			1	043	043	04	1	2.8	6	2	6	-8.5484441301273	0								4	Yoshkar-Ola, Mariy-El, Russia	RS	RS45	25102	56.6369	47.8711	-3042207	4	Yoshkar-Ola, Mariy-El, Russia	RS	RS45	25102	56.6369	47.8711	-3042207	20191205163000	https://www.washingtonpost.com/national-security/two-russian-nationals-charged-in-hacking-schemes-that-officials-say-caused-tens-of-millions-in-damages/2019/12/05/b7beefea-176f-11ea-8406-df3c54b3253e_story.html
891059490	20091207	200912	2009	2009.9233	CRM	CRIMINAL						CRM													1	042	042	04	1	1.9	1	1	1	-8.16831683168317	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								4	Yoshkar-Ola, Mariy-El, Russia	RS	RS45	25102	56.6369	47.8711	-3042207	20191205163000	https://www.washingtonpost.com/national-security/two-russian-nationals-charged-in-hacking-schemes-that-officials-say-caused-tens-of-millions-in-damages/2019/12/05/b7beefea-176f-11ea-8406-df3c54b3253e_story.html
891059491	20091207	200912	2009	2009.9233	CRM	CRIMINAL						CRM													1	042	042	04	1	1.9	2	1	2	-8.16831683168317	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20191205163000	https://www.washingtonpost.com/national-security/two-russian-nationals-charged-in-hacking-schemes-that-officials-say-caused-tens-of-millions-in-damages/2019/12/05/b7beefea-176f-11ea-8406-df3c54b3253e_story.html
891059492	20091207	200912	2009	2009.9233	CRM	CRIMINAL						CRM													1	042	042	04	1	1.9	3	1	3	-8.92857142857143	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	0								2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20191205163000	https://www.sfgate.com/news/article/Two-Russian-nationals-charged-in-hacking-schemes-14884174.php
891059493	20091207	200912	2009	2009.9233	CRM	CRIMINAL						CRM													1	060	060	06	2	6.0	6	2	6	-8.5484441301273	4	Yoshkar-Ola, Mariy-El, Russia	RS	RS45	25102	56.6369	47.8711	-3042207	0								4	Yoshkar-Ola, Mariy-El, Russia	RS	RS45	25102	56.6369	47.8711	-3042207	20191205163000	https://www.washingtonpost.com/national-security/two-russian-nationals-charged-in-hacking-schemes-that-officials-say-caused-tens-of-millions-in-damages/2019/12/05/b7beefea-176f-11ea-8406-df3c54b3253e_story.html
891059494	20091207	200912	2009	2009.9233	CRM	CRIMINAL						CRM													1	060	060	06	2	6.0	3	1	3	-8.16831683168317	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20191205163000	https://www.washingtonpost.com/national-security/two-russian-nationals-charged-in-hacking-schemes-that-officials-say-caused-tens-of-millions-in-damages/2019/12/05/b7beefea-176f-11ea-8406-df3c54b3253e_story.html
891059495	20091207	200912	2009	2009.9233	CRM	CRIMINAL						CRM													1	060	060	06	2	6.0	3	1	3	-8.92857142857143	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	0								2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20191205163000	https://www.sfgate.com/news/article/Two-Russian-nationals-charged-in-hacking-schemes-14884174.php
891059496	20091207	200912	2009	2009.9233	CRM	CRIMINAL						CRM			RUS	RUSSIA	RUS								1	043	043	04	1	2.8	4	2	4	-8.5484441301273	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20191205163000	https://www.washingtonpost.com/national-security/two-russian-nationals-charged-in-hacking-schemes-that-officials-say-caused-tens-of-millions-in-damages/2019/12/05/b7beefea-176f-11ea-8406-df3c54b3253e_story.html
891059497	20091207	200912	2009	2009.9233	RUS	RUSSIA	RUS								CRM	CRIMINAL						CRM			1	042	042	04	1	1.9	4	2	4	-8.5484441301273	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20191205163000	https://www.washingtonpost.com/national-security/two-russian-nationals-charged-in-hacking-schemes-that-officials-say-caused-tens-of-millions-in-damages/2019/12/05/b7beefea-176f-11ea-8406-df3c54b3253e_story.html
891059498	20091207	200912	2009	2009.9233	RUS	RUSSIA	RUS								CRM	GANG						CRM			1	060	060	06	2	6.0	7	2	7	-8.60274802990503	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20191205163000	https://www.washingtonpost.com/national-security/two-russian-nationals-charged-in-hacking-schemes-that-officials-say-caused-tens-of-millions-in-damages/2019/12/05/b7beefea-176f-11ea-8406-df3c54b3253e_story.html
