891108405	20181205	201812	2018	2018.9178											MIL	CARRIER						MIL			0	043	043	04	1	2.8	10	1	10	-0.22401433691756	0								4	Chatham, Medway, United Kingdom	UK	UKI3	40117	51.3833	0.516667	-2592300	4	Chatham, Medway, United Kingdom	UK	UKI3	40117	51.3833	0.516667	-2592300	20191205204500	https://www.gov.uk/government/speeches/chief-of-the-defence-staff-general-sir-nick-carters-annual-rusi-speech
891108406	20181205	201812	2018	2018.9178	CVL	TRAVELER						CVL													1	036	036	03	1	4.0	5	1	5	0.56285178236397	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	0								2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	20191205204500	https://www.chronicle-tribune.com/news/experts-give-tips-on-holiday-travel/article_461bc426-52c5-53c2-8964-2b27f51bc73a.html
891108407	20181205	201812	2018	2018.9178	GOV	GOVERNMENT						GOV													0	035	035	03	1	7.0	2	1	2	-2.08986415882967	1	Sweden	SW	SW		62	15	SW	0								1	Sweden	SW	SW		62	15	SW	20191205204500	http://revolutionradio.org/2019/12/05/iraqi-christians-warn-sweden-muslim-rule-coming-unless-you-wise-up/
891108408	20181205	201812	2018	2018.9178	HLH	HOSPITAL						HLH			USA	RICHMOND	USA								1	043	043	04	1	2.8	10	1	10	-4.61215932914047	3	Richmond County, Georgia, United States	US	USGA	GA245	33.3668	-82.0998	358024	3	Richmond County, Georgia, United States	US	USGA		33.3668	-82.0998	358024	3	Richmond County, Georgia, United States	US	USGA		33.3668	-82.0998	358024	20191205204500	https://www.wrdw.com/content/news/I-TEAM-Insulin-pumps-can-provide-stable-care-for-diabetics-but-can-they-also-be-dangerous-due-to-failing-parts-565847092.html
891108409	20181205	201812	2018	2018.9178	MIL	CARRIER						MIL													0	042	042	04	1	1.9	10	1	10	-0.22401433691756	4	Chatham, Medway, United Kingdom	UK	UKI3	40117	51.3833	0.516667	-2592300	0								4	Chatham, Medway, United Kingdom	UK	UKI3	40117	51.3833	0.516667	-2592300	20191205204500	https://www.gov.uk/government/speeches/chief-of-the-defence-staff-general-sir-nick-carters-annual-rusi-speech
891108410	20181205	201812	2018	2018.9178	SWEGOV	SWEDEN	SWE					GOV													0	035	035	03	1	7.0	8	1	8	-2.08986415882967	1	Sweden	SW	SW		62	15	SW	0								1	Sweden	SW	SW		62	15	SW	20191205204500	http://revolutionradio.org/2019/12/05/iraqi-christians-warn-sweden-muslim-rule-coming-unless-you-wise-up/
891108411	20181205	201812	2018	2018.9178	USA	RICHMOND	USA								HLH	HOSPITAL						HLH			1	042	042	04	1	1.9	10	1	10	-4.61215932914047	3	Richmond County, Georgia, United States	US	USGA	GA245	33.3668	-82.0998	358024	3	Richmond County, Georgia, United States	US	USGA		33.3668	-82.0998	358024	3	Richmond County, Georgia, United States	US	USGA		33.3668	-82.0998	358024	20191205204500	https://www.wrdw.com/content/news/I-TEAM-Insulin-pumps-can-provide-stable-care-for-diabetics-but-can-they-also-be-dangerous-due-to-failing-parts-565847092.html
891108412	20191105	201911	2019	2019.8356											MIL	JOINT CHIEFS OF STAFF						MIL			0	043	043	04	1	2.8	3	1	3	-4.63623395149786	0								1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Lebanon	LE	LE		33.833333	35.833333	LE	20191205204500	https://www.jpost.com/Opinion/Editors-Notes-How-the-Israel-Iran-war-might-begin-610029
891108413	20191105	201911	2019	2019.8356											USA	UNITED STATES	USA								1	173	173	17	4	-5.0	1	1	1	-4.60122699386503	0								3	Knox County, Illinois, United States	US	USIL		40.9334	-90.2001	424249	3	Galesburg, Illinois, United States	US	USIL	IL095	40.9478	-90.3712	408847	20191205204500	https://www.reviewatlas.com/news/20191205/third-teenager-captured-from-mary-davis-home-escape
891108414	20191105	201911	2019	2019.8356											USA	UNITED STATES	USA								1	173	173	17	4	-5.0	4	1	4	-4.60122699386503	0								2	Iowa, United States	US	USIA		42.0046	-93.214	IA	3	Galesburg, Illinois, United States	US	USIL	IL095	40.9478	-90.3712	408847	20191205204500	https://www.reviewatlas.com/news/20191205/third-teenager-captured-from-mary-davis-home-escape
891108415	20191105	201911	2019	2019.8356	GBR	UNITED KINGDOM	GBR																		1	192	192	19	4	-9.5	6	1	6	3.65448504983389	4	Mansfield, Nottinghamshire, United Kingdom	UK	UKJ9	40126	53.1333	-1.2	-2602538	0								4	Mansfield, Nottinghamshire, United Kingdom	UK	UKJ9	40126	53.1333	-1.2	-2602538	20191205204500	https://www.wrcbtv.com/story/41413331/best-friends-of-78-years-move-into-the-same-care-home
891108416	20191105	201911	2019	2019.8356	IRN	IRAN	IRN								COP	SECURITY FORCE						COP			1	051	051	05	1	3.4	5	1	5	-8.08383233532934	4	Mahshahr, Khuzestan, Iran	IR	IR15	40895	30.5588	49.1981	-3055128	4	Mahshahr, Khuzestan, Iran	IR	IR15	40895	30.5588	49.1981	-3055128	4	Mahshahr, Khuzestan, Iran	IR	IR15	40895	30.5588	49.1981	-3055128	20191205204500	https://www.stamfordadvocate.com/news/article/More-than-1-000-people-may-be-dead-in-Iran-14885028.php
891108417	20191105	201911	2019	2019.8356	ISRGOV	ISRAEL	ISR					GOV			PRT	PORTUGAL	PRT								0	128	128	12	3	-5.0	1	1	1	-2.91508238276299	4	Lisbon, Lisboa, Portugal	PO	PO14	24830	38.7167	-9.13333	-2167973	4	Lisbon, Lisboa, Portugal	PO	PO14	24830	38.7167	-9.13333	-2167973	4	Lisbon, Lisboa, Portugal	PO	PO14	24830	38.7167	-9.13333	-2167973	20191205204500	https://www.nhregister.com/news/world/article/Israeli-PM-country-has-full-right-to-annex-14884730.php
891108418	20191105	201911	2019	2019.8356	ISRGOV	ISRAEL	ISR					GOV			PRT	PORTUGAL	PRT								0	128	128	12	3	-5.0	1	1	1	-2.9595015576324	4	Jordan Valley, Israel (general), Israel	IS	IS00	18314	32.6667	35.5	-2542918	4	Lisbon, Lisboa, Portugal	PO	PO14	24830	38.7167	-9.13333	-2167973	1	Iran	IR	IR		32	53	IR	20191205204500	https://www.clickorlando.com/news/world/2019/12/05/pm-israel-has-full-right-to-annex-strategic-jordan-valley/
891108419	20191105	201911	2019	2019.8356	LAB	EMPLOYEE						LAB			BUS	COMPANY						BUS			0	020	020	02	1	3.0	10	1	10	-2.87769784172662	1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	20191205204500	https://www.businessinsider.com/open-source-developers-microsoft-owned-github-cancel-ice-contract-2019-12
891108420	20191105	201911	2019	2019.8356	MIL	JOINT CHIEFS OF STAFF						MIL													0	042	042	04	1	1.9	3	1	3	-4.63623395149786	1	Lebanon	LE	LE		33.833333	35.833333	LE	0								1	Lebanon	LE	LE		33.833333	35.833333	LE	20191205204500	https://www.jpost.com/Opinion/Editors-Notes-How-the-Israel-Iran-war-might-begin-610029
