891047371	20181205	201812	2018	2018.9178											JPN	JAPAN	JPN								0	040	040	04	1	1.0	10	1	10	0.26640493550196	0								2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20191205153000	https://finance.yahoo.com/news/edited-transcript-cprx-earnings-conference-013543743.html
891047372	20181205	201812	2018	2018.9178	BRA	BRAZIL	BRA								IRL	IRELAND	IRL								1	174	174	17	4	-5.0	1	1	1	-2.51937984496124	4	Maynooth, Kildare, Ireland	EI	EI12	18299	53.385	-6.59361	-1504466	4	Maynooth, Kildare, Ireland	EI	EI12	18299	53.385	-6.59361	-1504466	4	Maynooth, Kildare, Ireland	EI	EI12	18299	53.385	-6.59361	-1504466	20191205153000	https://www.irishtimes.com/news/crime-and-law/courts/supreme-court/supreme-court-refuses-to-hear-further-appeal-by-michael-lynn-1.4105802
891047373	20181205	201812	2018	2018.9178	BRA	BRAZIL	BRA								IRL	IRELAND	IRL								1	174	174	17	4	-5.0	1	1	1	-2.51937984496124	1	Brazil	BR	BR		-10	-55	BR	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20191205153000	https://www.irishtimes.com/news/crime-and-law/courts/supreme-court/supreme-court-refuses-to-hear-further-appeal-by-michael-lynn-1.4105802
891047374	20181205	201812	2018	2018.9178	BRA	BRAZIL	BRA								IRL	IRELAND	IRL								1	174	174	17	4	-5.0	3	1	3	-2.51937984496124	1	Brazil	BR	BR		-10	-55	BR	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	1	Brazil	BR	BR		-10	-55	BR	20191205153000	https://www.irishtimes.com/news/crime-and-law/courts/supreme-court/supreme-court-refuses-to-hear-further-appeal-by-michael-lynn-1.4105802
891047375	20181205	201812	2018	2018.9178	BUS	BUSINESS						BUS			ESP	SPAIN	ESP								1	061	061	06	2	6.4	6	1	6	0.82135523613963	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20191205153000	https://www.wisbechstandard.co.uk/news/agriculture/jack-hanson-expands-fountains-fresh-wisbech-1-6410409
891047376	20181205	201812	2018	2018.9178	BUS	BUSINESS						BUS			ESP	SPAIN	ESP								1	061	061	06	2	6.4	4	1	4	0.82135523613963	4	Wisbech, Cambridgeshire, United Kingdom	UK	UKC3	40122	52.6667	0.166667	-2611901	4	Wisbech, Cambridgeshire, United Kingdom	UK	UKC3	40122	52.6667	0.166667	-2611901	4	Wisbech, Cambridgeshire, United Kingdom	UK	UKC3	40122	52.6667	0.166667	-2611901	20191205153000	https://www.wisbechstandard.co.uk/news/agriculture/jack-hanson-expands-fountains-fresh-wisbech-1-6410409
891047377	20181205	201812	2018	2018.9178	BUSGOV	COMPANY						BUS	GOV		BUS	COMPANY						BUS			0	010	010	01	1	0.0	10	1	10	-2.88184438040346	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	20191205153000	https://www.cityam.com/glencore-shares-tumble-on-serious-fraud-office-bribery-investigation/
891047378	20181205	201812	2018	2018.9178	BUSGOV	COMPANY						BUS	GOV		BUS	COMPANY						BUS			0	0831	083	08	2	5.0	10	1	10	-2.88184438040346	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	20191205153000	https://www.cityam.com/glencore-shares-tumble-on-serious-fraud-office-bribery-investigation/
891047379	20181205	201812	2018	2018.9178	CAN	CANADA	CAN								LEG	CONGRESS						LEG			1	050	050	05	1	3.5	2	1	2	-2.79329608938548	1	Mexico	MX	MX		23	-102	MX	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	1	Mexico	MX	MX		23	-102	MX	20191205153000	https://www.foxbusiness.com/markets/us-trade-gap-narrows-october
891047380	20181205	201812	2018	2018.9178	EGY	EGYPT	EGY								HUN	HUNGARY	HUN								1	060	060	06	2	6.0	6	1	6	0.930232558139535	1	Egypt	EG	EG		27	30	EG	4	Dunakeszi, Pest, Hungary	HU	HU16	17514	47.6364	19.1386	-852463	1	Egypt	EG	EG		27	30	EG	20191205153000	https://bbj.hu/business/further-steps-planned-for-privatization-of-dunakeszi-jarmujavito_175250
